New York Knicks Starting Lineup:
1. PG: Jalen Brunson
2. SG: RJ Barrett
3. SF: Julius Randle
4. PF: Obi Toppin
5. C: Mitchell Robinson

New Orleans Pelicans Expected Starting Lineup:
1. PG: CJ McCollum
2. SG: Brandon Ingram
3. SF: Herbert Jones
4. PF: Zion Williamson
5. C: Jonas Valančiūnas

Period,Time,Team,Event Type,Player 1,Player 2,Description,Score
4,06:30,NYK,Substitution,Jalen Brunson,Immanuel Quickley,Jalen Brunson enters the game for Immanuel Quickley.,89-86
4,06:30,NOP,Substitution,Brandon Ingram,Jose Alvarado,Brandon Ingram enters the game for Jose Alvarado.,89-86
4,06:15,NYK,3PT Missed,Jalen Brunson,,Jalen Brunson misses a 3-pointer from the top of the key.,89-86
4,06:13,NOP,Defensive Rebound,Jonas Valančiūnas,,Jonas Valančiūnas grabs the defensive rebound.,89-86
4,06:00,NOP,2PT Made,Brandon Ingram,,Brandon Ingram makes a fadeaway jumper.,89-88
4,05:45,NYK,2PT Made,Julius Randle,,Julius Randle makes a driving layup.,91-88
4,05:30,NOP,3PT Missed,CJ McCollum,,CJ McCollum misses a 3-pointer off the dribble.,91-88
4,05:28,NYK,Defensive Rebound,RJ Barrett,,RJ Barrett grabs the defensive rebound.,91-88
4,05:15,NYK,2PT Missed,Jalen Brunson,,Jalen Brunson misses a floater in the lane.,91-88
4,05:13,NOP,Defensive Rebound,Zion Williamson,,Zion Williamson grabs the defensive rebound.,91-88
4,05:00,NOP,2PT Made,Brandon Ingram,,Brandon Ingram makes a turnaround jumper.,91-90
4,04:45,NYK,2PT Made,Julius Randle,,Julius Randle makes a hook shot.,93-90
4,04:30,NOP,Turnover,Trey Murphy III,,Trey Murphy III turns the ball over on a bad pass.,93-90
4,04:15,NYK,2PT Missed,RJ Barrett,,RJ Barrett misses a layup.,93-90
4,04:13,NOP,Defensive Rebound,Jonas Valančiūnas,,Jonas Valančiūnas grabs the defensive rebound.,93-90
4,04:00,NOP,3PT Made,CJ McCollum,,CJ McCollum makes a 3-pointer from the corner.,93-93
4,03:45,NYK,Timeout,,,New York Knicks call a timeout.,93-93
4,03:45,NYK,Substitution,Quentin Grimes,Mitchell Robinson,Quentin Grimes enters the game for Mitchell Robinson.,93-93
4,03:30,NYK,2PT Made,Jalen Brunson,,Jalen Brunson makes a mid-range jumper.,95-93
4,03:15,NOP,2PT Missed,Zion Williamson,,Zion Williamson misses a layup.,95-93
4,03:13,NYK,Defensive Rebound,Julius Randle,,Julius Randle grabs the defensive rebound.,95-93
4,03:00,NYK,3PT Missed,Quentin Grimes,,Quentin Grimes misses a 3-pointer from the wing.,95-93
4,02:58,NOP,Defensive Rebound,Brandon Ingram,,Brandon Ingram grabs the defensive rebound.,95-93
4,02:45,NOP,2PT Made,CJ McCollum,,CJ McCollum makes a driving layup.,95-95
4,02:30,NYK,2PT Missed,Julius Randle,,Julius Randle misses a turnaround jumper.,95-95
4,02:28,NOP,Defensive Rebound,Jonas Valančiūnas,,Jonas Valančiūnas grabs the defensive rebound.,95-95
4,02:15,NOP,3PT Missed,Brandon Ingram,,Brandon Ingram misses a step-back 3-pointer.,95-95
4,02:13,NYK,Defensive Rebound,RJ Barrett,,RJ Barrett grabs the defensive rebound.,95-95
4,02:00,NYK,2PT Made,Jalen Brunson,,Jalen Brunson makes a driving layup.,97-95
4,01:45,NOP,Timeout,,,New Orleans Pelicans call a timeout.,97-95
4,01:45,NOP,Substitution,Jose Alvarado,Trey Murphy III,Jose Alvarado enters the game for Trey Murphy III.,97-95
4,01:30,NOP,2PT Missed,Zion Williamson,,Zion Williamson misses a hook shot.,97-95
4,01:28,NYK,Defensive Rebound,Julius Randle,,Julius Randle grabs the defensive rebound.,97-95
4,01:15,NYK,3PT Missed,Quentin Grimes,,Quentin Grimes misses a 3-pointer from the corner.,97-95
4,01:13,NOP,Defensive Rebound,Jonas Valančiūnas,,Jonas Valančiūnas grabs the defensive rebound.,97-95
4,01:00,NOP,2PT Made,Brandon Ingram,,Brandon Ingram makes a fadeaway jumper.,97-97
4,00:45,NYK,2PT Missed,Jalen Brunson,,Jalen Brunson misses a floater in the lane.,97-97
4,00:43,NOP,Defensive Rebound,Jose Alvarado,,Jose Alvarado grabs the defensive rebound.,97-97
4,00:30,NOP,3PT Missed,CJ McCollum,,CJ McCollum misses a 3-pointer off the dribble.,97-97
4,00:28,NYK,Defensive Rebound,Julius Randle,,Julius Randle grabs the defensive rebound.,97-97
4,00:10,NYK,2PT Missed,RJ Barrett,,RJ Barrett misses a driving layup.,97-97
4,00:08,NOP,Defensive Rebound,Jonas Valančiūnas,,Jonas Valančiūnas grabs the defensive rebound.,97-97
4,00:00,NOP,End of Period,,,End of the fourth quarter. The game goes to overtime.,97-97


OT,05:00,NYK,Substitution,Mitchell Robinson,Quentin Grimes,Mitchell Robinson enters the game for Quentin Grimes.,97-97
OT,05:00,NOP,Substitution,Herbert Jones,Jose Alvarado,Herbert Jones enters the game for Jose Alvarado.,97-97
OT,04:45,NYK,2PT Made,Julius Randle,,Julius Randle makes a driving layup.,99-97
OT,04:30,NOP,2PT Missed,Zion Williamson,,Zion Williamson misses a hook shot.,99-97
OT,04:28,NYK,Defensive Rebound,Mitchell Robinson,,Mitchell Robinson grabs the defensive rebound.,99-97
OT,04:15,NYK,3PT Made,RJ Barrett,Jalen Brunson,RJ Barrett makes a 3-pointer off a pass from Jalen Brunson.,102-97
OT,04:00,NOP,2PT Made,Brandon Ingram,,Brandon Ingram makes a mid-range jumper.,102-99
OT,03:45,NYK,Turnover,Julius Randle,,Julius Randle turns the ball over on a lost ball.,102-99
OT,03:30,NOP,3PT Made,CJ McCollum,,CJ McCollum makes a 3-pointer from the wing.,102-102
OT,03:15,NYK,2PT Missed,RJ Barrett,,RJ Barrett misses a mid-range jumper.,102-102
OT,03:13,NOP,Defensive Rebound,Jonas Valančiūnas,,Jonas Valančiūnas grabs the defensive rebound.,102-102
OT,03:00,NOP,2PT Made,Zion Williamson,,Zion Williamson makes a layup.,102-104
OT,02:45,NYK,Timeout,,,New York Knicks call a timeout.,102-104
OT,02:30,NYK,2PT Missed,Jalen Brunson,,Jalen Brunson misses a floater in the lane.,102-104
OT,02:28,NOP,Defensive Rebound,Herbert Jones,,Herbert Jones grabs the defensive rebound.,102-104
OT,02:15,NOP,2PT Missed,Brandon Ingram,,Brandon Ingram misses a fadeaway jumper.,102-104
OT,02:13,NYK,Defensive Rebound,Mitchell Robinson,,Mitchell Robinson grabs the defensive rebound.,102-104
OT,02:00,NYK,3PT Made,RJ Barrett,Julius Randle,RJ Barrett makes a 3-pointer off a pass from Julius Randle.,105-104
OT,01:45,NOP,2PT Made,CJ McCollum,,CJ McCollum makes a driving layup.,105-106
OT,01:30,NYK,2PT Missed,Julius Randle,,Julius Randle misses a turnaround jumper.,105-106
OT,01:28,NOP,Defensive Rebound,Jonas Valančiūnas,,Jonas Valančiūnas grabs the defensive rebound.,105-106
OT,01:15,NOP,3PT Missed,Brandon Ingram,,Brandon Ingram misses a step-back 3-pointer.,105-106
OT,01:13,NYK,Defensive Rebound,Jalen Brunson,,Jalen Brunson grabs the defensive rebound.,105-106
OT,01:00,NYK,2PT Made,RJ Barrett,,RJ Barrett makes a driving layup.,107-106
OT,00:45,NOP,Timeout,,,New Orleans Pelicans call a timeout.,107-106
OT,00:30,NOP,2PT Missed,Zion Williamson,,Zion Williamson misses a hook shot.,107-106
OT,00:28,NYK,Defensive Rebound,Julius Randle,,Julius Randle grabs the defensive rebound.,107-106
OT,00:15,NYK,Turnover,Jalen Brunson,,Jalen Brunson turns the ball over on a bad pass.,107-106
OT,00:05,NOP,3PT Missed,CJ McCollum,,CJ McCollum misses a 3-pointer at the buzzer.,107-106
OT,00:00,NYK,Defensive Rebound,Mitchell Robinson,,Mitchell Robinson grabs the defensive rebound as time expires.,107-106
OT,00:00,NYK,End of Period,,,End of the overtime period. The New York Knicks win the game.,107-106
