,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
130,3POINT.ASSIST,2,8:06,Moody 25' 3PT Jump Shot (8 PTS)Moody 25' 3PT Jump Shot (8 PTS)Moody 25' 3PT Jump Shot (8 PTS),38 - 51,13,Moses Moody,GSW,,,,
131,SUB,2,7:49,SUB: Jay. Williams FOR DortSUB: Jay. Williams FOR DortSUB: Jay. Williams FOR Dort,38 - 51,13,Luguentz Dort,OKC,Jaylin Williams,OKC,,
132,SUB,2,7:49,SUB: Wallace FOR HolmgrenSUB: Wallace FOR HolmgrenSUB: Wallace FOR Holmgren,38 - 51,13,Chet Holmgren,OKC,Cason Wallace,OKC,,
133,3POINTMISS.BLOCK,2,7:44,MISS Gilgeous-Alexander 26' 3PT Jump ShotMISS Gilgeous-Alexander 26' 3PT Jump ShotMISS Gilgeous-Alexander 26' 3PT Jump Shot,38 - 51,13,Shai Gilgeous-Alexander,OKC,,,,
134,REBOUND,2,7:41,Sarr REBOUND (Off:1 Def:1)Sarr REBOUND (Off:1 Def:1)Sarr REBOUND (Off:1 Def:1),38 - 51,13,Olivier Sarr,OKC,,,,
135,2POINT.ASSIST,2,7:36,J. Green 5' Turnaround Hook Shot (4 PTS)J. Green 5' Turnaround Hook Shot (4 PTS)J. Green 5' Turnaround Hook Shot (4 PTS),40 - 51,11,JaMychal Green,OKC,,,,
136,3POINTMISS.BLOCK,2,7:15,MISS Poole 26' 3PT Step Back Jump ShotMISS Poole 26' 3PT Step Back Jump ShotMISS Poole 26' 3PT Step Back Jump Shot,40 - 51,11,Jordan Poole,GSW,,,,
137,REBOUND,2,7:12,Sarr REBOUND (Off:1 Def:2)Sarr REBOUND (Off:1 Def:2)Sarr REBOUND (Off:1 Def:2),40 - 51,11,Olivier Sarr,OKC,,,,
138,3POINT.ASSIST,2,7:03,Jay. Williams 3PT Jump Shot (3 PTS)Jay. Williams 3PT Jump Shot (3 PTS)Jay. Williams 3PT Jump Shot (3 PTS),43 - 51,8,Jaylin Williams,OKC,,,,
139,3POINT.ASSIST,2,6:42,Poole 26' 3PT Pullup Jump Shot (12 PTS)Poole 26' 3PT Pullup Jump Shot (12 PTS)Poole 26' 3PT Pullup Jump Shot (12 PTS),43 - 54,11,Jordan Poole,GSW,,,,
140,2POINT.ASSIST,2,6:31,Gilgeous-Alexander 2' Driving Layup (14 PTS)Gilgeous-Alexander 2' Driving Layup (14 PTS)Gilgeous-Alexander 2' Driving Layup (14 PTS),45 - 54,9,Shai Gilgeous-Alexander,OKC,,,,
141,SUB,2,6:17,SUB: Curry FOR MoodySUB: Curry FOR MoodySUB: Curry FOR Moody,45 - 54,9,Moses Moody,GSW,Stephen Curry,GSW,,
142,3POINT.ASSIST,2,6:11,Green 26' 3PT Jump Shot (3 PTS)Green 26' 3PT Jump Shot (3 PTS)Green 26' 3PT Jump Shot (3 PTS),45 - 57,12,Draymond Green,GSW,,,,
143,SUB,2,6:10,SUB: Jal. Williams FOR J. GreenSUB: Jal. Williams FOR J. GreenSUB: Jal. Williams FOR J. Green,45 - 57,12,JaMychal Green,OKC,Jalen Williams,OKC,,
144,SUB,2,6:10,SUB: Giddey FOR SarrSUB: Giddey FOR SarrSUB: Giddey FOR Sarr,45 - 57,12,Olivier Sarr,OKC,Josh Giddey,OKC,,
145,SUB,2,6:10,SUB: Dort FOR Jay. WilliamsSUB: Dort FOR Jay. WilliamsSUB: Dort FOR Jay. Williams,45 - 57,12,Jaylin Williams,OKC,Luguentz Dort,OKC,,
146,SUB,2,6:10,SUB: Thompson FOR KumingaSUB: Thompson FOR KumingaSUB: Thompson FOR Kuminga,45 - 57,12,Jonathan Kuminga,GSW,Klay Thompson,GSW,,
147,SUB,2,6:10,SUB: Looney FOR WisemanSUB: Looney FOR WisemanSUB: Looney FOR Wiseman,45 - 57,12,James Wiseman,GSW,Kevon Looney,GSW,,
148,3POINTMISS.BLOCK,2,5:57,MISS Dort 27' 3PT Jump ShotMISS Dort 27' 3PT Jump ShotMISS Dort 27' 3PT Jump Shot,45 - 57,12,Luguentz Dort,OKC,,,,
149,REBOUND,2,5:55,Curry REBOUND (Off:0 Def:2)Curry REBOUND (Off:0 Def:2)Curry REBOUND (Off:0 Def:2),45 - 57,12,Stephen Curry,GSW,,,,
150,3POINTMISS.BLOCK,2,5:44,MISS Thompson 28' 3PT Jump ShotMISS Thompson 28' 3PT Jump ShotMISS Thompson 28' 3PT Jump Shot,45 - 57,12,Klay Thompson,GSW,,,,
151,REBOUND,2,5:41,Giddey REBOUND (Off:0 Def:2)Giddey REBOUND (Off:0 Def:2)Giddey REBOUND (Off:0 Def:2),45 - 57,12,Josh Giddey,OKC,,,,
152,2POINT.ASSIST,2,5:24,Jal. Williams 6' Driving Bank Hook Shot (2 PTS)Jal. Williams 6' Driving Bank Hook Shot (2 PTS)Jal. Williams 6' Driving Bank Hook Shot (2 PTS),47 - 57,10,Jalen Williams,OKC,,,,
153,2POINTMISS.BLOCK,2,5:07,MISS Green 4' Driving LayupMISS Green 4' Driving LayupMISS Green 4' Driving Layup,47 - 57,10,Draymond Green,GSW,,,,
154,REBOUND,2,5:04,Dort REBOUND (Off:0 Def:2)Dort REBOUND (Off:0 Def:2)Dort REBOUND (Off:0 Def:2),47 - 57,10,Luguentz Dort,OKC,,,,
155,STEAL.TURNOVER,2,5:00,Giddey Bad Pass Turnover (P1.T5)Giddey Bad Pass Turnover (P1.T5)Giddey Bad Pass Turnover (P1.T5),47 - 57,10,Josh Giddey,OKC,,,,
156,STEAL.TURNOVER,2,4:59,Curry STEAL (2 STL)Curry STEAL (2 STL)Curry STEAL (2 STL),47 - 57,10,Stephen Curry,GSW,,,,
157,2POINT.ASSIST,2,4:56,Curry 1' Running Layup (9 PTS)Curry 1' Running Layup (9 PTS)Curry 1' Running Layup (9 PTS),47 - 59,12,Stephen Curry,GSW,,,,
158,FOUL,2,4:56,Dort S.FOUL (P1.T5)Dort S.FOUL (P1.T5)Dort S.FOUL (P1.T5),47 - 59,12,Luguentz Dort,OKC,Stephen Curry,GSW,,
159,FTMAKE,2,4:56,Curry Free Throw 1 of 1 (10 PTS)Curry Free Throw 1 of 1 (10 PTS)Curry Free Throw 1 of 1 (10 PTS),47 - 60,13,Stephen Curry,GSW,,,,
160,2POINTMISS.BLOCK,2,4:41,MISS Gilgeous-Alexander 13' Fadeaway JumperMISS Gilgeous-Alexander 13' Fadeaway JumperMISS Gilgeous-Alexander 13' Fadeaway Jumper,47 - 60,13,Shai Gilgeous-Alexander,OKC,,,,
161,REBOUND,2,4:39,Green REBOUND (Off:0 Def:4)Green REBOUND (Off:0 Def:4)Green REBOUND (Off:0 Def:4),47 - 60,13,Draymond Green,GSW,,,,
162,3POINT.ASSIST,2,4:28,Thompson 26' 3PT Jump Shot (9 PTS)Thompson 26' 3PT Jump Shot (9 PTS)Thompson 26' 3PT Jump Shot (9 PTS),47 - 63,16,Klay Thompson,GSW,,,,
163,3POINT.ASSIST,2,4:17,Dort 28' 3PT Jump Shot (14 PTS)Dort 28' 3PT Jump Shot (14 PTS)Dort 28' 3PT Jump Shot (14 PTS),50 - 63,13,Luguentz Dort,OKC,,,,
164,2POINT.ASSIST,2,4:07,Curry 2' Running Layup (12 PTS)Curry 2' Running Layup (12 PTS)Curry 2' Running Layup (12 PTS),50 - 65,15,Stephen Curry,GSW,,,,
165,2POINT.ASSIST,2,3:51,Gilgeous-Alexander 5' Driving Floating Bank Jump Shot (16 PTS)Gilgeous-Alexander 5' Driving Floating Bank Jump Shot (16 PTS)Gilgeous-Alexander 5' Driving Floating Bank Jump Shot (16 PTS),52 - 65,13,Shai Gilgeous-Alexander,OKC,,,,
166,2POINTMISS.BLOCK,2,3:37,MISS Looney 1' Tip Layup ShotMISS Looney 1' Tip Layup ShotMISS Looney 1' Tip Layup Shot,52 - 65,13,Kevon Looney,GSW,,,,
167,REBOUND,2,3:35,Warriors ReboundWarriors ReboundWarriors Rebound,52 - 65,13,,,,,,
168,3POINT.ASSIST,2,3:34,Curry 29' 3PT Step Back Jump Shot (15 PTS)Curry 29' 3PT Step Back Jump Shot (15 PTS)Curry 29' 3PT Step Back Jump Shot (15 PTS),52 - 68,16,Stephen Curry,GSW,,,,
169,2POINTMISS.BLOCK,2,3:15,MISS Giddey 6' Floating Jump ShotMISS Giddey 6' Floating Jump ShotMISS Giddey 6' Floating Jump Shot,52 - 68,16,Josh Giddey,OKC,,,,
170,REBOUND,2,3:12,Curry REBOUND (Off:0 Def:3)Curry REBOUND (Off:0 Def:3)Curry REBOUND (Off:0 Def:3),52 - 68,16,Stephen Curry,GSW,,,,
171,2POINT.ASSIST,2,3:00,Looney 1' Putback Layup Shot (4 PTS)Looney 1' Putback Layup Shot (4 PTS)Looney 1' Putback Layup Shot (4 PTS),52 - 70,18,Kevon Looney,GSW,,,,
172,FOUL,2,3:00,Gilgeous-Alexander S.FOUL (P1.T6)Gilgeous-Alexander S.FOUL (P1.T6)Gilgeous-Alexander S.FOUL (P1.T6),52 - 70,18,Shai Gilgeous-Alexander,OKC,Kevon Looney,GSW,,
173,FTMISS,2,3:00,MISS Looney Free Throw 1 of 1MISS Looney Free Throw 1 of 1MISS Looney Free Throw 1 of 1,52 - 70,18,Kevon Looney,GSW,,,,
174,REBOUND,2,2:58,Jal. Williams REBOUND (Off:0 Def:1)Jal. Williams REBOUND (Off:0 Def:1)Jal. Williams REBOUND (Off:0 Def:1),52 - 70,18,Jalen Williams,OKC,,,,
175,3POINT.ASSIST,2,2:49,Giddey 26' 3PT Jump Shot (7 PTS)Giddey 26' 3PT Jump Shot (7 PTS)Giddey 26' 3PT Jump Shot (7 PTS),55 - 70,15,Josh Giddey,OKC,,,,
176,2POINT.ASSIST,2,2:35,Curry 4' Floating Jump Shot (17 PTS)Curry 4' Floating Jump Shot (17 PTS)Curry 4' Floating Jump Shot (17 PTS),55 - 72,17,Stephen Curry,GSW,,,,
177,3POINTMISS.BLOCK,2,2:26,MISS Dort 27' 3PT Pullup Jump ShotMISS Dort 27' 3PT Pullup Jump ShotMISS Dort 27' 3PT Pullup Jump Shot,55 - 72,17,Luguentz Dort,OKC,,,,
178,REBOUND,2,2:23,Looney REBOUND (Off:1 Def:1)Looney REBOUND (Off:1 Def:1)Looney REBOUND (Off:1 Def:1),55 - 72,17,Kevon Looney,GSW,,,,
179,3POINT.ASSIST,2,2:16,Curry 25' 3PT Pullup Jump Shot (20 PTS)Curry 25' 3PT Pullup Jump Shot (20 PTS)Curry 25' 3PT Pullup Jump Shot (20 PTS),55 - 75,20,Stephen Curry,GSW,,,,
180,3POINT.ASSIST,2,2:04,Gilgeous-Alexander 26' 3PT Step Back Jump Shot (19 PTS)Gilgeous-Alexander 26' 3PT Step Back Jump Shot (19 PTS)Gilgeous-Alexander 26' 3PT Step Back Jump Shot (19 PTS),58 - 75,17,Shai Gilgeous-Alexander,OKC,,,,
181,2POINT.ASSIST,2,1:45,Looney 2' Cutting Layup Shot (6 PTS)Looney 2' Cutting Layup Shot (6 PTS)Looney 2' Cutting Layup Shot (6 PTS),58 - 77,19,Kevon Looney,GSW,,,,
182,2POINT.ASSIST,2,1:34,Giddey 2' Driving Layup (9 PTS)Giddey 2' Driving Layup (9 PTS)Giddey 2' Driving Layup (9 PTS),60 - 77,17,Josh Giddey,OKC,,,,
183,3POINT.ASSIST,2,1:25,Thompson 28' 3PT Pullup Jump Shot (12 PTS)Thompson 28' 3PT Pullup Jump Shot (12 PTS)Thompson 28' 3PT Pullup Jump Shot (12 PTS),60 - 80,20,Klay Thompson,GSW,,,,
184,3POINT.ASSIST,2,1:12,Gilgeous-Alexander 27' 3PT Step Back Jump Shot (22 PTS)Gilgeous-Alexander 27' 3PT Step Back Jump Shot (22 PTS)Gilgeous-Alexander 27' 3PT Step Back Jump Shot (22 PTS),63 - 80,17,Shai Gilgeous-Alexander,OKC,,,,
185,3POINT.ASSIST,2,0:59,Thompson 25' 3PT Jump Shot (15 PTS)Thompson 25' 3PT Jump Shot (15 PTS)Thompson 25' 3PT Jump Shot (15 PTS),63 - 83,20,Klay Thompson,GSW,,,,
186,2POINTMISS.BLOCK,2,0:44,MISS Giddey 5' Driving LayupMISS Giddey 5' Driving LayupMISS Giddey 5' Driving Layup,63 - 83,20,Josh Giddey,OKC,,,,
187,REBOUND,2,0:42,Green REBOUND (Off:0 Def:5)Green REBOUND (Off:0 Def:5)Green REBOUND (Off:0 Def:5),63 - 83,20,Draymond Green,GSW,,,,
188,3POINT.ASSIST,2,0:35,Curry 30' 3PT Step Back Jump Shot (23 PTS)Curry 30' 3PT Step Back Jump Shot (23 PTS)Curry 30' 3PT Step Back Jump Shot (23 PTS),63 - 86,23,Stephen Curry,GSW,,,,
189,STEAL.TURNOVER,2,0:23,Gilgeous-Alexander Lost Ball Turnover (P2.T6)Gilgeous-Alexander Lost Ball Turnover (P2.T6)Gilgeous-Alexander Lost Ball Turnover (P2.T6),63 - 86,23,Shai Gilgeous-Alexander,OKC,,,,
190,STEAL.TURNOVER,2,0:22,Curry STEAL (3 STL)Curry STEAL (3 STL)Curry STEAL (3 STL),63 - 86,23,Stephen Curry,GSW,,,,
191,3POINT.ASSIST,2,0:06,Curry 27' 3PT Running Jump Shot (26 PTS)Curry 27' 3PT Running Jump Shot (26 PTS)Curry 27' 3PT Running Jump Shot (26 PTS),63 - 89,26,Stephen Curry,GSW,,,,
192,3POINTMISS.BLOCK,2,0:00,MISS Giddey 33' 3PT Pullup Jump ShotMISS Giddey 33' 3PT Pullup Jump ShotMISS Giddey 33' 3PT Pullup Jump Shot,63 - 89,26,Josh Giddey,OKC,,,,
193,REBOUND,2,0:00,Warriors ReboundWarriors ReboundWarriors Rebound,63 - 89,26,,,,,,
194,2POINTMISS.BLOCK,3,11:45,MISS Holmgren 12' Jump ShotMISS Holmgren 12' Jump ShotMISS Holmgren 12' Jump Shot,63 - 89,26,Chet Holmgren,OKC,,,,
195,REBOUND,3,11:43,Curry REBOUND (Off:0 Def:4)Curry REBOUND (Off:0 Def:4)Curry REBOUND (Off:0 Def:4),63 - 89,26,Stephen Curry,GSW,,,,
196,3POINTMISS.BLOCK,3,11:30,MISS Thompson 27' 3PT Jump ShotMISS Thompson 27' 3PT Jump ShotMISS Thompson 27' 3PT Jump Shot,63 - 89,26,Klay Thompson,GSW,,,,
197,REBOUND,3,11:27,Dort REBOUND (Off:0 Def:3)Dort REBOUND (Off:0 Def:3)Dort REBOUND (Off:0 Def:3),63 - 89,26,Luguentz Dort,OKC,,,,
198,2POINT.ASSIST,3,11:19,Holmgren 2' Dunk (4 PTS)Holmgren 2' Dunk (4 PTS)Holmgren 2' Dunk (4 PTS),65 - 89,24,Chet Holmgren,OKC,,,,
199,2POINTMISS.BLOCK,3,11:05,MISS Wiggins 14' Turnaround Fadeaway ShotMISS Wiggins 14' Turnaround Fadeaway ShotMISS Wiggins 14' Turnaround Fadeaway Shot,65 - 89,24,Andrew Wiggins,GSW,,,,
200,REBOUND,3,11:02,Giddey REBOUND (Off:0 Def:3)Giddey REBOUND (Off:0 Def:3)Giddey REBOUND (Off:0 Def:3),65 - 89,24,Josh Giddey,OKC,,,,
201,2POINT.ASSIST,3,10:55,Holmgren 2' Cutting Layup Shot (6 PTS)Holmgren 2' Cutting Layup Shot (6 PTS)Holmgren 2' Cutting Layup Shot (6 PTS),67 - 89,22,Chet Holmgren,OKC,,,,
202,2POINT.ASSIST,3,10:40,Wiggins 2' Cutting Layup Shot (5 PTS)Wiggins 2' Cutting Layup Shot (5 PTS)Wiggins 2' Cutting Layup Shot (5 PTS),67 - 91,24,Andrew Wiggins,GSW,,,,
203,3POINT.ASSIST,3,10:27,Gilgeous-Alexander 25' 3PT Jump Shot (25 PTS)Gilgeous-Alexander 25' 3PT Jump Shot (25 PTS)Gilgeous-Alexander 25' 3PT Jump Shot (25 PTS),70 - 91,21,Shai Gilgeous-Alexander,OKC,,,,
204,2POINT.ASSIST,3,10:10,Looney 4' Layup (8 PTS)Looney 4' Layup (8 PTS)Looney 4' Layup (8 PTS),70 - 93,23,Kevon Looney,GSW,,,,
205,3POINTMISS.BLOCK,3,9:58,MISS Giddey 28' 3PT Jump ShotMISS Giddey 28' 3PT Jump ShotMISS Giddey 28' 3PT Jump Shot,70 - 93,23,Josh Giddey,OKC,,,,
206,REBOUND,3,9:55,Wiggins REBOUND (Off:0 Def:1)Wiggins REBOUND (Off:0 Def:1)Wiggins REBOUND (Off:0 Def:1),70 - 93,23,Andrew Wiggins,GSW,,,,
207,3POINT.ASSIST,3,9:45,Thompson 26' 3PT Jump Shot (18 PTS)Thompson 26' 3PT Jump Shot (18 PTS)Thompson 26' 3PT Jump Shot (18 PTS),70 - 96,26,Klay Thompson,GSW,,,,
208,2POINT.ASSIST,3,9:31,Gilgeous-Alexander 5' Driving Floating Bank Jump Shot (27 PTS)Gilgeous-Alexander 5' Driving Floating Bank Jump Shot (27 PTS)Gilgeous-Alexander 5' Driving Floating Bank Jump Shot (27 PTS),72 - 96,24,Shai Gilgeous-Alexander,OKC,,,,
209,2POINT.ASSIST,3,9:15,Green 2' Cutting Layup Shot (5 PTS)Green 2' Cutting Layup Shot (5 PTS)Green 2' Cutting Layup Shot (5 PTS),72 - 98,26,Draymond Green,GSW,,,,
210,FOUL,3,9:06,Curry P.FOUL (P1.T1)Curry P.FOUL (P1.T1)Curry P.FOUL (P1.T1),72 - 98,26,Stephen Curry,GSW,Shai Gilgeous-Alexander,OKC,,
211,FTMAKE,3,9:06,Gilgeous-Alexander Free Throw 1 of 2 (28 PTS)Gilgeous-Alexander Free Throw 1 of 2 (28 PTS)Gilgeous-Alexander Free Throw 1 of 2 (28 PTS),73 - 98,25,Shai Gilgeous-Alexander,OKC,,,,
212,FTMAKE,3,9:06,Gilgeous-Alexander Free Throw 2 of 2 (29 PTS)Gilgeous-Alexander Free Throw 2 of 2 (29 PTS)Gilgeous-Alexander Free Throw 2 of 2 (29 PTS),74 - 98,24,Shai Gilgeous-Alexander,OKC,,,,
213,2POINT.ASSIST,3,8:53,Curry 2' Driving Finger Roll Layup (28 PTS)Curry 2' Driving Finger Roll Layup (28 PTS)Curry 2' Driving Finger Roll Layup (28 PTS),74 - 100,26,Stephen Curry,GSW,,,,
214,FOUL,3,8:41,Thompson S.FOUL (P2.T2)Thompson S.FOUL (P2.T2)Thompson S.FOUL (P2.T2),74 - 100,26,Klay Thompson,GSW,Josh Giddey,OKC,,
215,FTMAKE,3,8:41,Giddey Free Throw 1 of 2 (10 PTS)Giddey Free Throw 1 of 2 (10 PTS)Giddey Free Throw 1 of 2 (10 PTS),75 - 100,25,Josh Giddey,OKC,,,,
216,FTMAKE,3,8:41,Giddey Free Throw 2 of 2 (11 PTS)Giddey Free Throw 2 of 2 (11 PTS)Giddey Free Throw 2 of 2 (11 PTS),76 - 100,24,Josh Giddey,OKC,,,,
217,3POINT.ASSIST,3,8:26,Curry 25' 3PT Jump Shot (31 PTS)Curry 25' 3PT Jump Shot (31 PTS)Curry 25' 3PT Jump Shot (31 PTS),76 - 103,27,Stephen Curry,GSW,,,,
218,2POINT.ASSIST,3,8:12,Holmgren 1' Dunk (8 PTS)Holmgren 1' Dunk (8 PTS)Holmgren 1' Dunk (8 PTS),78 - 103,25,Chet Holmgren,OKC,,,,
219,3POINT.ASSIST,3,7:56,Thompson 28' 3PT Jump Shot (21 PTS)Thompson 28' 3PT Jump Shot (21 PTS)Thompson 28' 3PT Jump Shot (21 PTS),78 - 106,28,Klay Thompson,GSW,,,,
220,SUB,3,7:49,SUB: Jay. Williams FOR DortSUB: Jay. Williams FOR DortSUB: Jay. Williams FOR Dort,78 - 106,28,Luguentz Dort,OKC,Jaylin Williams,OKC,,
221,SUB,3,7:49,SUB: Wallace FOR HolmgrenSUB: Wallace FOR HolmgrenSUB: Wallace FOR Holmgren,78 - 106,28,Chet Holmgren,OKC,Cason Wallace,OKC,,
222,3POINT.ASSIST,3,7:33,Gilgeous-Alexander 25' 3PT Pullup Jump Shot (32 PTS)Gilgeous-Alexander 25' 3PT Pullup Jump Shot (32 PTS)Gilgeous-Alexander 25' 3PT Pullup Jump Shot (32 PTS),81 - 106,25,Shai Gilgeous-Alexander,OKC,,,,
223,2POINT.ASSIST,3,7:21,Green 2' Cutting Layup Shot (7 PTS)Green 2' Cutting Layup Shot (7 PTS)Green 2' Cutting Layup Shot (7 PTS),81 - 108,27,Draymond Green,GSW,,,,
224,SUB,3,7:20,SUB: Sarr FOR Robinson-EarlSUB: Sarr FOR Robinson-EarlSUB: Sarr FOR Robinson-Earl,81 - 108,27,Jeremiah Robinson-Earl,OKC,Olivier Sarr,OKC,,
225,SUB,3,7:20,SUB: Lamb FOR GreenSUB: Lamb FOR GreenSUB: Lamb FOR Green,81 - 108,27,Draymond Green,GSW,Anthony Lamb,GSW,,
226,SUB,3,7:20,SUB: Wiseman FOR LooneySUB: Wiseman FOR LooneySUB: Wiseman FOR Looney,81 - 108,27,Kevon Looney,GSW,James Wiseman,GSW,,
227,2POINTMISS.BLOCK,3,7:06,MISS Giddey 4' Driving LayupMISS Giddey 4' Driving LayupMISS Giddey 4' Driving Layup,81 - 108,27,Josh Giddey,OKC,,,,
228,REBOUND,3,7:04,Wiseman REBOUND (Off:0 Def:1)Wiseman REBOUND (Off:0 Def:1)Wiseman REBOUND (Off:0 Def:1),81 - 108,27,James Wiseman,GSW,,,,
229,3POINT.ASSIST,3,6:51,Curry 27' 3PT Step Back Jump Shot (34 PTS)Curry 27' 3PT Step Back Jump Shot (34 PTS)Curry 27' 3PT Step Back Jump Shot (34 PTS),81 - 111,30,Stephen Curry,GSW,,,,
230,FOUL,3,6:40,Wiseman S.FOUL (P2.T3)Wiseman S.FOUL (P2.T3)Wiseman S.FOUL (P2.T3),81 - 111,30,James Wiseman,GSW,Jaylin Williams,OKC,,
231,FTMAKE,3,6:40,Jay. Williams Free Throw 1 of 2 (4 PTS)Jay. Williams Free Throw 1 of 2 (4 PTS)Jay. Williams Free Throw 1 of 2 (4 PTS),82 - 111,29,Jaylin Williams,OKC,,,,
232,FTMAKE,3,6:40,Jay. Williams Free Throw 2 of 2 (5 PTS)Jay. Williams Free Throw 2 of 2 (5 PTS)Jay. Williams Free Throw 2 of 2 (5 PTS),83 - 111,28,Jaylin Williams,OKC,,,,
233,2POINT.ASSIST,3,6:29,Thompson 5' Driving Floating Jump Shot (23 PTS)Thompson 5' Driving Floating Jump Shot (23 PTS)Thompson 5' Driving Floating Jump Shot (23 PTS),83 - 113,30,Klay Thompson,GSW,,,,
234,3POINT.ASSIST,3,6:12,Gilgeous-Alexander 27' 3PT Step Back Jump Shot (35 PTS)Gilgeous-Alexander 27' 3PT Step Back Jump Shot (35 PTS)Gilgeous-Alexander 27' 3PT Step Back Jump Shot (35 PTS),86 - 113,27,Shai Gilgeous-Alexander,OKC,,,,
235,3POINT.ASSIST,3,5:59,Lamb 26' 3PT Jump Shot (3 PTS)Lamb 26' 3PT Jump Shot (3 PTS)Lamb 26' 3PT Jump Shot (3 PTS),86 - 116,30,Anthony Lamb,GSW,,,,
236,2POINT.ASSIST,3,5:46,Giddey 2' Driving Layup (13 PTS)Giddey 2' Driving Layup (13 PTS)Giddey 2' Driving Layup (13 PTS),88 - 116,28,Josh Giddey,OKC,,,,
237,2POINT.ASSIST,3,5:31,Curry 2' Driving Finger Roll Layup (36 PTS)Curry 2' Driving Finger Roll Layup (36 PTS)Curry 2' Driving Finger Roll Layup (36 PTS),88 - 118,30,Stephen Curry,GSW,,,,
238,3POINTMISS.BLOCK,3,5:14,MISS Sarr 25' 3PT Jump ShotMISS Sarr 25' 3PT Jump ShotMISS Sarr 25' 3PT Jump Shot,88 - 118,30,Olivier Sarr,OKC,,,,
239,REBOUND,3,5:12,Wiggins REBOUND (Off:0 Def:2)Wiggins REBOUND (Off:0 Def:2)Wiggins REBOUND (Off:0 Def:2),88 - 118,30,Andrew Wiggins,GSW,,,,
240,3POINTMISS.BLOCK,3,5:01,MISS Lamb 26' 3PT Jump ShotMISS Lamb 26' 3PT Jump ShotMISS Lamb 26' 3PT Jump Shot,88 - 118,30,Anthony Lamb,GSW,,,,
241,REBOUND,3,4:58,Wallace REBOUND (Off:0 Def:1)Wallace REBOUND (Off:0 Def:1)Wallace REBOUND (Off:0 Def:1),88 - 118,30,Cason Wallace,OKC,,,,
242,3POINT.ASSIST,3,4:46,Gilgeous-Alexander 28' 3PT Jump Shot (38 PTS)Gilgeous-Alexander 28' 3PT Jump Shot (38 PTS)Gilgeous-Alexander 28' 3PT Jump Shot (38 PTS),91 - 118,27,Shai Gilgeous-Alexander,OKC,,,,
243,2POINTMISS.BLOCK,3,4:30,MISS Wiggins 5' Driving Floating Bank Jump ShotMISS Wiggins 5' Driving Floating Bank Jump ShotMISS Wiggins 5' Driving Floating Bank Jump Shot,91 - 118,27,Andrew Wiggins,GSW,,,,
244,REBOUND,3,4:27,Wallace REBOUND (Off:0 Def:2)Wallace REBOUND (Off:0 Def:2)Wallace REBOUND (Off:0 Def:2),91 - 118,27,Cason Wallace,OKC,,,,
245,2POINT.ASSIST,3,4:19,Giddey 2' Driving Layup (15 PTS)Giddey 2' Driving Layup (15 PTS)Giddey 2' Driving Layup (15 PTS),93 - 118,25,Josh Giddey,OKC,,,,
246,FOUL,3,4:19,Wiseman S.FOUL (P3.T4)Wiseman S.FOUL (P3.T4)Wiseman S.FOUL (P3.T4),93 - 118,25,James Wiseman,GSW,Josh Giddey,OKC,,
247,FTMAKE,3,4:19,Giddey Free Throw 1 of 1 (16 PTS)Giddey Free Throw 1 of 1 (16 PTS)Giddey Free Throw 1 of 1 (16 PTS),94 - 118,24,Josh Giddey,OKC,,,,
248,2POINT.ASSIST,3,4:01,Wiseman 2' Dunk (10 PTS)Wiseman 2' Dunk (10 PTS)Wiseman 2' Dunk (10 PTS),94 - 120,26,James Wiseman,GSW,,,,
249,SUB,3,3:58,SUB: Jerome FOR Gilgeous-AlexanderSUB: Jerome FOR Gilgeous-AlexanderSUB: Jerome FOR Gilgeous-Alexander,94 - 120,26,Shai Gilgeous-Alexander,OKC,Ty Jerome,OKC,,
250,SUB,3,3:58,SUB: Bazley FOR GiddeySUB: Bazley FOR GiddeySUB: Bazley FOR Giddey,94 - 120,26,Josh Giddey,OKC,Darius Bazley,OKC,,
251,SUB,3,3:58,SUB: Jal. Williams FOR Jay. WilliamsSUB: Jal. Williams FOR Jay. WilliamsSUB: Jal. Williams FOR Jay. Williams,94 - 120,26,Jaylin Williams,OKC,Jalen Williams,OKC,,
252,SUB,3,3:58,SUB: Poole FOR CurrySUB: Poole FOR CurrySUB: Poole FOR Curry,94 - 120,26,Stephen Curry,GSW,Jordan Poole,GSW,,
253,SUB,3,3:58,SUB: Kuminga FOR WigginsSUB: Kuminga FOR WigginsSUB: Kuminga FOR Wiggins,94 - 120,26,Andrew Wiggins,GSW,Jonathan Kuminga,GSW,,
254,2POINT.ASSIST,3,3:42,Jal. Williams 6' Floating Jump Shot (4 PTS)Jal. Williams 6' Floating Jump Shot (4 PTS)Jal. Williams 6' Floating Jump Shot (4 PTS),96 - 120,24,Jalen Williams,OKC,,,,
255,2POINTMISS.BLOCK,3,3:28,MISS Wiseman 5' LayupMISS Wiseman 5' LayupMISS Wiseman 5' Layup,96 - 120,24,James Wiseman,GSW,,,,
256,REBOUND,3,3:26,Wiseman REBOUND (Off:1 Def:1)Wiseman REBOUND (Off:1 Def:1)Wiseman REBOUND (Off:1 Def:1),96 - 120,24,James Wiseman,GSW,,,,
