,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
202,REBOUND,2,1:30,Okoro REBOUND (Off:1 Def:1),49 - 42,-7,Isaac Okoro,CLE,,,,
203,3POINT.ASSIST,2,1:17,Mobley 25' 3PT Jump Shot (16 PTS) (Garland 7 AST),52 - 42,-10,Evan Mobley,CLE,Darius Garland,CLE,,
204,2POINTMISS,2,0:59,MISS Jay. Williams 11' Jump Shot,52 - 42,-10,Jaylin Williams,OKC,,,,
205,REBOUND,2,0:57,Wade REBOUND (Off:0 Def:1),52 - 42,-10,Dean Wade,CLE,,,,
206,STEAL.TURNOVER,2,0:39,Gilgeous-Alexander STEAL (1 STL)Okoro Lost Ball Turnover (P1.T3),52 - 42,-10,Isaac Okoro,CLE,Shai Gilgeous-Alexander,OKC,,
207,2POINT.ASSIST,2,0:34,Wiggins 1' Running Layup (8 PTS) (Jay. Williams 1 AST),52 - 44,-8,Aaron Wiggins,OKC,Jaylin Williams,OKC,,
208,2POINT.ASSIST,2,0:14,Mobley Dunk (18 PTS) (Garland 8 AST),54 - 44,-10,Evan Mobley,CLE,Darius Garland,CLE,,
209,3POINT,2,0:00,Gilgeous-Alexander 26' 3PT Step Back Jump Shot (21 PTS),54 - 47,-7,Shai Gilgeous-Alexander,OKC,,,,
210,ENDOFPERIOD,2,0:00,End of 2nd Period (9:03 PM EST),54 - 47,-7,,,,,,
211,STARTOFPERIOD,3,12:00,Start of 3rd Period (9:18 PM EST),54 - 47,-7,,,,,,
212,VIOLATION,3,11:46,Mobley Violation:Kicked Ball (D.Collins),54 - 47,-7,Evan Mobley,CLE,,,,
213,2POINT.ASSIST,3,11:31,Giddey 8' Floating Jump Shot (4 PTS) (Muscala 1 AST),54 - 49,-5,Josh Giddey,OKC,Mike Muscala,OKC,,
214,FOUL,3,11:13,Wiggins P.FOUL (P1.T1) (G.Petraitis),54 - 49,-5,Aaron Wiggins,OKC,Evan Mobley,CLE,,
215,2POINT.ASSIST,3,11:01,Okoro 6' Driving Reverse Layup (4 PTS) (LeVert 9 AST),56 - 49,-7,Isaac Okoro,CLE,Caris LeVert,CLE,,
216,3POINT.ASSIST,3,10:50,Muscala 26' 3PT Jump Shot (3 PTS) (Gilgeous-Alexander 2 AST),56 - 52,-4,Mike Muscala,OKC,Shai Gilgeous-Alexander,OKC,,
217,2POINT,3,10:31,Garland 21' Pullup Jump Shot (10 PTS),58 - 52,-6,Darius Garland,CLE,,,,
218,2POINT,3,10:16,Gilgeous-Alexander 12' Fadeaway Jumper (23 PTS),58 - 54,-4,Shai Gilgeous-Alexander,OKC,,,,
219,STEAL.TURNOVER,3,10:00,Wiggins STEAL (2 STL)Garland Bad Pass Turnover (P1.T4),58 - 54,-4,Darius Garland,CLE,Aaron Wiggins,OKC,,
220,2POINT.ASSIST,3,9:55,Giddey 2' Running Layup (6 PTS) (Gilgeous-Alexander 3 AST),58 - 56,-2,Josh Giddey,OKC,Shai Gilgeous-Alexander,OKC,,
221,FOUL,3,9:43,Muscala S.FOUL (P1.T2) (K.Lane),58 - 56,-2,Mike Muscala,OKC,Darius Garland,CLE,,
222,FTMISS,3,9:43,MISS Garland Free Throw 1 of 2,58 - 56,-2,Darius Garland,CLE,,,,
223,REBOUND,3,9:43,Cavaliers Rebound,58 - 56,-2,,,,,,
224,FTMAKE,3,9:43,Garland Free Throw 2 of 2 (11 PTS),59 - 56,-3,Darius Garland,CLE,,,,
225,3POINTMISS,3,9:34,MISS Muscala 26' 3PT Jump Shot,59 - 56,-3,Mike Muscala,OKC,,,,
226,REBOUND,3,9:31,LeVert REBOUND (Off:1 Def:2),59 - 56,-3,Caris LeVert,CLE,,,,
227,FOUL,3,9:21,Gilgeous-Alexander P.FOUL (P1.T3) (G.Petraitis),59 - 56,-3,Shai Gilgeous-Alexander,OKC,Jarrett Allen,CLE,,
228,FOUL,3,9:16,Muscala S.FOUL (P2.T4) (K.Lane),59 - 56,-3,Mike Muscala,OKC,Jarrett Allen,CLE,,
229,FTMAKE,3,9:16,Allen Free Throw 1 of 2 (9 PTS),60 - 56,-4,Jarrett Allen,CLE,,,,
230,FTMISS,3,9:16,MISS Allen Free Throw 2 of 2,60 - 56,-4,Jarrett Allen,CLE,,,,
231,REBOUND,3,9:14,Giddey REBOUND (Off:0 Def:3),60 - 56,-4,Josh Giddey,OKC,,,,
232,2POINTMISS,3,9:05,MISS Gilgeous-Alexander 4' Driving Floating Jump Shot,60 - 56,-4,Shai Gilgeous-Alexander,OKC,,,,
233,REBOUND,3,9:01,Mobley REBOUND (Off:0 Def:6),60 - 56,-4,Evan Mobley,CLE,,,,
234,STEAL.TURNOVER,3,9:01,Gilgeous-Alexander STEAL (2 STL)Mobley Lost Ball Turnover (P1.T5),60 - 56,-4,Evan Mobley,CLE,Shai Gilgeous-Alexander,OKC,,
235,FOUL,3,9:01,Mobley P.FOUL (P2.T1) (G.Petraitis),60 - 56,-4,Evan Mobley,CLE,Shai Gilgeous-Alexander,OKC,,
236,TURNOVER,3,8:58,Giddey Out of Bounds - Bad Pass Turnover Turnover (P4.T11),60 - 56,-4,Josh Giddey,OKC,,,,
237,2POINT,3,8:40,Garland 19' Pullup Jump Shot (13 PTS),62 - 56,-6,Darius Garland,CLE,,,,
238,2POINT,3,8:30,Gilgeous-Alexander 1' Driving Layup (25 PTS),62 - 58,-4,Shai Gilgeous-Alexander,OKC,,,,
239,TURNOVER,3,8:16,Garland Traveling Turnover (P2.T6),62 - 58,-4,Darius Garland,CLE,,,,
240,FOUL,3,8:02,LeVert S.FOUL (P3.T2) (D.Collins),62 - 58,-4,Caris LeVert,CLE,Aaron Wiggins,OKC,,
241,FTMAKE,3,8:02,Wiggins Free Throw 1 of 2 (9 PTS),62 - 59,-3,Aaron Wiggins,OKC,,,,
242,FTMAKE,3,8:02,Wiggins Free Throw 2 of 2 (10 PTS),62 - 60,-2,Aaron Wiggins,OKC,,,,
243,2POINTMISS,3,7:47,MISS LeVert 2' Driving Reverse Layup,62 - 60,-2,Caris LeVert,CLE,,,,
244,REBOUND,3,7:45,Allen REBOUND (Off:4 Def:3),62 - 60,-2,Jarrett Allen,CLE,,,,
245,2POINT,3,7:45,Allen Tip Dunk Shot (11 PTS),64 - 60,-4,Jarrett Allen,CLE,,,,
246,3POINT.ASSIST,3,7:30,Jal. Williams 25' 3PT Jump Shot (9 PTS) (Gilgeous-Alexander 4 AST),64 - 63,-1,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
247,3POINT.ASSIST,3,7:07,Mobley 24' 3PT Jump Shot (21 PTS) (Garland 9 AST),67 - 63,-4,Evan Mobley,CLE,Darius Garland,CLE,,
248,TIMEOUT,3,7:06,THUNDER Timeout: Regular (Full 3 Short 0),67 - 63,-4,,,,,,
249,SUB,3,7:06,SUB: Wade FOR Okoro,67 - 63,-4,Isaac Okoro,CLE,Dean Wade,CLE,,
250,2POINT,3,6:57,Giddey 7' Driving Floating Jump Shot (8 PTS),67 - 65,-2,Josh Giddey,OKC,,,,
251,2POINT.ASSIST,3,6:35,LeVert 1' Driving Layup (2 PTS) (Garland 10 AST),69 - 65,-4,Caris LeVert,CLE,Darius Garland,CLE,,
252,2POINTMISS,3,6:22,MISS Gilgeous-Alexander 14' Step Back Jump Shot,69 - 65,-4,Shai Gilgeous-Alexander,OKC,,,,
253,REBOUND,3,6:20,Mobley REBOUND (Off:0 Def:7),69 - 65,-4,Evan Mobley,CLE,,,,
254,2POINTMISS,3,6:09,MISS Mobley 7' Layup,69 - 65,-4,Evan Mobley,CLE,,,,
255,REBOUND,3,6:05,Mobley REBOUND (Off:1 Def:7),69 - 65,-4,Evan Mobley,CLE,,,,
256,2POINTMISS,3,6:05,MISS Mobley 4' Hook Shot,69 - 65,-4,Evan Mobley,CLE,,,,
257,REBOUND,3,6:03,Giddey REBOUND (Off:0 Def:4),69 - 65,-4,Josh Giddey,OKC,,,,
258,SUB,3,5:50,SUB: Jay. Williams FOR Muscala,69 - 65,-4,Mike Muscala,OKC,Jaylin Williams,OKC,,
259,SUB,3,5:50,SUB: Okoro FOR Mobley,69 - 65,-4,Evan Mobley,CLE,Isaac Okoro,CLE,,
260,2POINTMISS,3,5:43,MISS Giddey 12' Turnaround Jump Shot,69 - 65,-4,Josh Giddey,OKC,,,,
261,REBOUND,3,5:41,Allen REBOUND (Off:4 Def:4),69 - 65,-4,Jarrett Allen,CLE,,,,
262,2POINTMISS,3,5:29,MISS Allen 2' Cutting Layup Shot,69 - 65,-4,Jarrett Allen,CLE,,,,
263,REBOUND,3,5:27,Wiggins REBOUND (Off:1 Def:5),69 - 65,-4,Aaron Wiggins,OKC,,,,
264,2POINT.ASSIST,3,5:18,Jay. Williams 17' Jump Shot (5 PTS) (Giddey 3 AST),69 - 67,-2,Jaylin Williams,OKC,Josh Giddey,OKC,,
265,2POINT.ASSIST,3,4:54,Okoro 2' Cutting Layup Shot (6 PTS) (Garland 11 AST),71 - 67,-4,Isaac Okoro,CLE,Darius Garland,CLE,,
266,2POINT,3,4:41,Gilgeous-Alexander 15' Pullup Jump Shot (27 PTS),71 - 69,-2,Shai Gilgeous-Alexander,OKC,,,,
267,3POINT,3,4:22,Garland 26' 3PT Pullup Jump Shot (16 PTS),74 - 69,-5,Darius Garland,CLE,,,,
268,FOUL,3,4:02,Okoro P.FOUL (P3.T3) (D.Collins),74 - 69,-5,Isaac Okoro,CLE,Josh Giddey,OKC,,
269,SUB,3,4:02,SUB: Joe FOR Giddey,74 - 69,-5,Josh Giddey,OKC,Isaiah Joe,OKC,,
270,2POINT.ASSIST,3,3:52,Jal. Williams 1' Cutting Dunk Shot (11 PTS) (Jay. Williams 2 AST),74 - 71,-3,Jalen Williams,OKC,Jaylin Williams,OKC,,
271,3POINTMISS,3,3:39,MISS Garland 26' 3PT Pullup Jump Shot,74 - 71,-3,Darius Garland,CLE,,,,
272,REBOUND,3,3:36,Okoro REBOUND (Off:2 Def:1),74 - 71,-3,Isaac Okoro,CLE,,,,
273,3POINTMISS,3,3:31,MISS LeVert 26' 3PT Step Back Jump Shot,74 - 71,-3,Caris LeVert,CLE,,,,
274,REBOUND,3,3:27,Jay. Williams REBOUND (Off:1 Def:4),74 - 71,-3,Jaylin Williams,OKC,,,,
275,STEAL.TURNOVER,3,3:20,Jal. Williams Bad Pass Turnover (P3.T12)Okoro STEAL (2 STL),74 - 71,-3,Jalen Williams,OKC,Isaac Okoro,CLE,,
276,2POINTMISS,3,3:10,MISS Garland 7' Driving Layup,74 - 71,-3,Darius Garland,CLE,,,,
277,REBOUND,3,3:10,Cavaliers Rebound,74 - 71,-3,,,,,,
278,TIMEOUT,3,3:10,Cavaliers Timeout: Regular (Reg.3 Short 0),74 - 71,-3,,,,,,
279,SUB,3,3:10,SUB: Mann FOR Jal. Williams,74 - 71,-3,Jalen Williams,OKC,Tre Mann,OKC,,
280,SUB,3,3:10,SUB: Dieng FOR Wiggins,74 - 71,-3,Aaron Wiggins,OKC,Ousmane Dieng,OKC,,
281,SUB,3,3:10,SUB: Osman FOR LeVert,74 - 71,-3,Caris LeVert,CLE,Cedi Osman,CLE,,
282,SUB,3,3:10,SUB: Mobley FOR Allen,74 - 71,-3,Jarrett Allen,CLE,Evan Mobley,CLE,,
283,FOUL,3,3:06,Mobley OFF.Foul (P3) (D.Collins),74 - 71,-3,Evan Mobley,CLE,Isaiah Joe,OKC,,
284,TURNOVER,3,3:06,Mobley Offensive Foul Turnover (P2.T7),74 - 71,-3,Evan Mobley,CLE,,,,
285,FOUL,3,2:56,Dieng OFF.Foul (P2) (D.Collins),74 - 71,-3,Ousmane Dieng,OKC,Cedi Osman,CLE,,
286,TURNOVER,3,2:56,Dieng Offensive Foul Turnover (P2.T13),74 - 71,-3,Ousmane Dieng,OKC,,,,
287,SUB,3,2:56,SUB: Stevens FOR Okoro,74 - 71,-3,Isaac Okoro,CLE,Lamar Stevens,CLE,,
288,2POINT,3,2:42,Stevens 11' Turnaround Jump Shot (8 PTS),76 - 71,-5,Lamar Stevens,CLE,,,,
289,TURNOVER,3,2:16,THUNDER Turnover: Shot Clock (T#14),76 - 71,-5,,,,,,
290,FOUL,3,2:02,Dieng P.FOUL (P3.PN) (K.Lane),76 - 71,-5,Ousmane Dieng,OKC,Darius Garland,CLE,,
291,FTMAKE,3,2:02,Garland Free Throw 1 of 2 (17 PTS),77 - 71,-6,Darius Garland,CLE,,,,
292,SUB,3,2:02,SUB: Wiggins FOR Dieng,77 - 71,-6,Ousmane Dieng,OKC,Aaron Wiggins,OKC,,
293,FTMAKE,3,2:02,Garland Free Throw 2 of 2 (18 PTS),78 - 71,-7,Darius Garland,CLE,,,,
294,2POINT,3,1:52,Gilgeous-Alexander 15' Step Back Jump Shot (29 PTS),78 - 73,-5,Shai Gilgeous-Alexander,OKC,,,,
295,TURNOVER,3,1:39,Wade Traveling Turnover (P1.T8),78 - 73,-5,Dean Wade,CLE,,,,
296,2POINTMISS,3,1:30,MISS Gilgeous-Alexander 15' Step Back Jump Shot,78 - 73,-5,Shai Gilgeous-Alexander,OKC,,,,
297,REBOUND,3,1:27,Wade REBOUND (Off:0 Def:2),78 - 73,-5,Dean Wade,CLE,,,,
298,2POINTMISS,3,1:18,MISS Mobley 7' Turnaround Hook Shot,78 - 73,-5,Evan Mobley,CLE,,,,
299,REBOUND,3,1:16,Gilgeous-Alexander REBOUND (Off:2 Def:2),78 - 73,-5,Shai Gilgeous-Alexander,OKC,,,,
300,3POINT.ASSIST,3,1:10,Jay. Williams 25' 3PT Jump Shot (8 PTS) (Gilgeous-Alexander 5 AST),78 - 76,-2,Jaylin Williams,OKC,Shai Gilgeous-Alexander,OKC,,
301,3POINTMISS,3,0:49,MISS Osman 24' 3PT Jump Shot,78 - 76,-2,Cedi Osman,CLE,,,,
302,REBOUND,3,0:45,Mann REBOUND (Off:0 Def:2),78 - 76,-2,Tre Mann,OKC,,,,
303,2POINT,3,0:32,Gilgeous-Alexander 15' Pullup Jump Shot (31 PTS),78 - 78,TIE,Shai Gilgeous-Alexander,OKC,,,,
304,3POINTMISS.BLOCK,3,0:08,Gilgeous-Alexander BLOCK (1 BLK)MISS Stevens 3PT Jump Shot,78 - 78,TIE,Lamar Stevens,CLE,,,Shai Gilgeous-Alexander,OKC
305,REBOUND,3,0:04,Gilgeous-Alexander REBOUND (Off:2 Def:3),78 - 78,TIE,Shai Gilgeous-Alexander,OKC,,,,
306,FOUL,3,0:03,Garland P.FOUL (P1.T4) (G.Petraitis),78 - 78,TIE,Darius Garland,CLE,Aaron Wiggins,OKC,,
307,SUB,3,0:03,SUB: Muscala FOR Jay. Williams,78 - 78,TIE,Jaylin Williams,OKC,Mike Muscala,OKC,,
308,SUB,3,0:03,SUB: Jal. Williams FOR Mann,78 - 78,TIE,Tre Mann,OKC,Jalen Williams,OKC,,
309,SUB,3,0:03,SUB: Okoro FOR Garland,78 - 78,TIE,Darius Garland,CLE,Isaac Okoro,CLE,,
310,2POINTMISS,3,0:00,MISS Jal. Williams 17' Driving Floating Jump Shot,78 - 78,TIE,Jalen Williams,OKC,,,,
311,REBOUND,3,0:00,THUNDER Rebound,78 - 78,TIE,,,,,,
312,ENDOFPERIOD,3,0:00,End of 3rd Period (9:44 PM EST),78 - 78,TIE,,,,,,
313,STARTOFPERIOD,4,12:00,Start of 4th Period (9:47 PM EST),78 - 78,TIE,,,,,,
314,2POINTMISS,4,11:37,MISS Osman 6' Layup,78 - 78,TIE,Cedi Osman,CLE,,,,
315,REBOUND,4,11:35,Muscala REBOUND (Off:1 Def:1),78 - 78,TIE,Mike Muscala,OKC,,,,
316,2POINTMISS.BLOCK,4,11:26,MISS Bazley 1' Cutting Layup ShotMobley BLOCK (2 BLK),78 - 78,TIE,Darius Bazley,OKC,,,Evan Mobley,CLE
317,REBOUND,4,11:26,Wade REBOUND (Off:0 Def:3),78 - 78,TIE,Dean Wade,CLE,,,,
318,3POINTMISS,4,11:13,MISS Wade 3PT Jump Shot,78 - 78,TIE,Dean Wade,CLE,,,,
319,REBOUND,4,11:13,THUNDER Rebound,78 - 78,TIE,,,,,,
320,2POINTMISS,4,11:00,MISS Giddey 7' Driving Floating Jump Shot,78 - 78,TIE,Josh Giddey,OKC,,,,
321,REBOUND,4,10:57,Neto REBOUND (Off:0 Def:2),78 - 78,TIE,Raul Neto,CLE,,,,
322,3POINT.ASSIST,4,10:40,Osman 26' 3PT Jump Shot (5 PTS) (Wade 2 AST),81 - 78,-3,Cedi Osman,CLE,Dean Wade,CLE,,
323,2POINTMISS,4,10:17,MISS Bazley 15' Step Back Jump Shot,81 - 78,-3,Darius Bazley,OKC,,,,
324,REBOUND,4,10:14,Wade REBOUND (Off:0 Def:4),81 - 78,-3,Dean Wade,CLE,,,,
325,3POINTMISS,4,9:55,MISS LeVert 26' 3PT Pullup Jump Shot,81 - 78,-3,Caris LeVert,CLE,,,,
326,REBOUND,4,9:51,Giddey REBOUND (Off:0 Def:5),81 - 78,-3,Josh Giddey,OKC,,,,
327,3POINT.ASSIST,4,9:40,Joe 26' 3PT Jump Shot (3 PTS) (K. Williams 1 AST),81 - 81,TIE,Isaiah Joe,OKC,Kenrich Williams,OKC,,
328,FOUL,4,9:11,Mobley Offensive Charge Foul (P4) (D.Collins),81 - 81,TIE,Evan Mobley,CLE,Kenrich Williams,OKC,,
329,TURNOVER,4,9:11,Mobley Offensive Foul Turnover (P3.T9),81 - 81,TIE,Evan Mobley,CLE,,,,
330,SUB,4,9:11,SUB: Garland FOR Osman,81 - 81,TIE,Cedi Osman,CLE,Darius Garland,CLE,,
331,2POINT,4,9:03,Giddey 2' Driving Reverse Layup (10 PTS),81 - 83,2,Josh Giddey,OKC,,,,
332,STEAL.TURNOVER,4,8:45,Bazley STEAL (1 STL)Mobley Lost Ball Turnover (P4.T10),81 - 83,2,Evan Mobley,CLE,Darius Bazley,OKC,,
333,FOUL,4,8:34,Wade S.FOUL (P3.T1) (K.Lane),81 - 83,2,Dean Wade,CLE,Darius Bazley,OKC,,
334,FTMAKE,4,8:34,Bazley Free Throw 1 of 2 (8 PTS),81 - 84,3,Darius Bazley,OKC,,,,
335,SUB,4,8:34,SUB: Allen FOR Wade,81 - 84,3,Dean Wade,CLE,Jarrett Allen,CLE,,
336,FTMAKE,4,8:34,Bazley Free Throw 2 of 2 (9 PTS),81 - 85,4,Darius Bazley,OKC,,,,
337,2POINTMISS,4,8:17,MISS Garland 5' Driving Bank Hook Shot,81 - 85,4,Darius Garland,CLE,,,,
338,REBOUND,4,8:17,Cavaliers Rebound,81 - 85,4,,,,,,
339,2POINTMISS,4,8:12,MISS Mobley 1' Layup,81 - 85,4,Evan Mobley,CLE,,,,
340,REBOUND,4,8:11,Mobley REBOUND (Off:2 Def:7),81 - 85,4,Evan Mobley,CLE,,,,
341,2POINTMISS.BLOCK,4,8:11,K. Williams BLOCK (1 BLK)MISS Mobley 1' Layup,81 - 85,4,Evan Mobley,CLE,,,Kenrich Williams,OKC
342,REBOUND,4,8:11,K. Williams REBOUND (Off:0 Def:3),81 - 85,4,Kenrich Williams,OKC,,,,
343,TIMEOUT,4,8:11,THUNDER Timeout: Regular (Full 4 Short 0),81 - 85,4,,,,,,
344,SUB,4,8:11,SUB: Okoro FOR Neto,81 - 85,4,Raul Neto,CLE,Isaac Okoro,CLE,,
345,2POINTMISS,4,7:49,MISS Bazley 8' Fadeaway Jumper,81 - 85,4,Darius Bazley,OKC,,,,
346,REBOUND,4,7:47,K. Williams REBOUND (Off:1 Def:3),81 - 85,4,Kenrich Williams,OKC,,,,
347,2POINT,4,7:46,K. Williams 1' Putback Layup (2 PTS),81 - 87,6,Kenrich Williams,OKC,,,,
348,2POINTMISS,4,7:28,MISS Garland 10' Floating Jump Shot,81 - 87,6,Darius Garland,CLE,,,,
349,REBOUND,4,7:23,Muscala REBOUND (Off:1 Def:2),81 - 87,6,Mike Muscala,OKC,,,,
350,FOUL,4,7:15,Garland S.FOUL (P2.T2) (G.Petraitis),81 - 87,6,Darius Garland,CLE,Isaiah Joe,OKC,,
351,FTMAKE,4,7:15,Joe Free Throw 1 of 3 (4 PTS),81 - 88,7,Isaiah Joe,OKC,,,,
352,FTMAKE,4,7:15,Joe Free Throw 2 of 3 (5 PTS),81 - 89,8,Isaiah Joe,OKC,,,,
353,FTMAKE,4,7:15,Joe Free Throw 3 of 3 (6 PTS),81 - 90,9,Isaiah Joe,OKC,,,,
354,SUB,4,7:15,SUB: Wade FOR Mobley,81 - 90,9,Evan Mobley,CLE,Dean Wade,CLE,,
355,2POINT.ASSIST,4,6:55,Wade 2' Driving Finger Roll Layup (5 PTS) (Garland 12 AST),83 - 90,7,Dean Wade,CLE,Darius Garland,CLE,,
356,2POINTMISS,4,6:43,MISS Giddey 7' Layup,83 - 90,7,Josh Giddey,OKC,,,,
357,REBOUND,4,6:43,Okoro REBOUND (Off:2 Def:2),83 - 90,7,Isaac Okoro,CLE,,,,
358,2POINT.ASSIST,4,6:35,Allen 1' Cutting Dunk Shot (13 PTS) (Garland 13 AST),85 - 90,5,Jarrett Allen,CLE,Darius Garland,CLE,,
359,2POINTMISS,4,6:19,MISS Giddey 6' Driving Floating Jump Shot,85 - 90,5,Josh Giddey,OKC,,,,
360,REBOUND,4,6:18,K. Williams REBOUND (Off:2 Def:3),85 - 90,5,Kenrich Williams,OKC,,,,
361,2POINT,4,6:18,K. Williams Tip Layup Shot (4 PTS),85 - 92,7,Kenrich Williams,OKC,,,,
362,VIOLATION,4,6:18,THUNDER Violation: Delay of game Violation,85 - 92,7,,,,,,
363,3POINTMISS,4,6:03,MISS Okoro 24' 3PT Jump Shot,85 - 92,7,Isaac Okoro,CLE,,,,
364,REBOUND,4,5:58,Giddey REBOUND (Off:0 Def:6),85 - 92,7,Josh Giddey,OKC,,,,
365,2POINT,4,5:53,Giddey 2' Running Layup (12 PTS),85 - 94,9,Josh Giddey,OKC,,,,
366,FOUL,4,5:44,Muscala S.FOUL (P3.T1) (G.Petraitis),85 - 94,9,Mike Muscala,OKC,Darius Garland,CLE,,
367,FTMAKE,4,5:44,Garland Free Throw 1 of 2 (19 PTS),86 - 94,8,Darius Garland,CLE,,,,
368,SUB,4,5:44,SUB: Jay. Williams FOR Giddey,86 - 94,8,Josh Giddey,OKC,Jaylin Williams,OKC,,
369,SUB,4,5:44,SUB: Gilgeous-Alexander FOR Muscala,86 - 94,8,Mike Muscala,OKC,Shai Gilgeous-Alexander,OKC,,
370,SUB,4,5:44,SUB: Jal. Williams FOR Bazley,86 - 94,8,Darius Bazley,OKC,Jalen Williams,OKC,,
371,FTMISS,4,5:44,MISS Garland Free Throw 2 of 2,86 - 94,8,Darius Garland,CLE,,,,
372,REBOUND,4,5:41,Jal. Williams REBOUND (Off:1 Def:2),86 - 94,8,Jalen Williams,OKC,,,,
373,2POINT,4,5:20,Gilgeous-Alexander 12' Turnaround Fadeaway (33 PTS),86 - 96,10,Shai Gilgeous-Alexander,OKC,,,,
374,2POINTMISS,4,5:04,MISS LeVert 2' Driving Layup,86 - 96,10,Caris LeVert,CLE,,,,
375,REBOUND,4,5:02,Jay. Williams REBOUND (Off:1 Def:5),86 - 96,10,Jaylin Williams,OKC,,,,
376,3POINT.ASSIST,4,4:56,K. Williams 27' 3PT Jump Shot (7 PTS) (Gilgeous-Alexander 6 AST),86 - 99,13,Kenrich Williams,OKC,Shai Gilgeous-Alexander,OKC,,
377,TIMEOUT,4,4:55,Cavaliers Timeout: Regular (Reg.4 Short 0),86 - 99,13,,,,,,
378,SUB,4,4:55,SUB: Wiggins FOR Joe,86 - 99,13,Isaiah Joe,OKC,Aaron Wiggins,OKC,,
379,SUB,4,4:55,SUB: Mobley FOR Wade,86 - 99,13,Dean Wade,CLE,Evan Mobley,CLE,,
380,SUB,4,4:55,SUB: Stevens FOR Okoro,86 - 99,13,Isaac Okoro,CLE,Lamar Stevens,CLE,,
381,2POINT,4,4:34,Garland 7' Driving Floating Jump Shot (21 PTS),88 - 99,11,Darius Garland,CLE,,,,
382,3POINTMISS,4,4:11,MISS K. Williams 26' 3PT Jump Shot,88 - 99,11,Kenrich Williams,OKC,,,,
383,REBOUND,4,4:07,Mobley REBOUND (Off:2 Def:8),88 - 99,11,Evan Mobley,CLE,,,,
384,FOUL,4,4:02,Wiggins S.FOUL (P2.T2) (D.Collins),88 - 99,11,Aaron Wiggins,OKC,Evan Mobley,CLE,,
385,FTMAKE,4,4:02,Mobley Free Throw 1 of 2 (22 PTS),89 - 99,10,Evan Mobley,CLE,,,,
386,SUB,4,4:02,SUB: Joe FOR Jay. Williams,89 - 99,10,Jaylin Williams,OKC,Isaiah Joe,OKC,,
387,FTMAKE,4,4:02,Mobley Free Throw 2 of 2 (23 PTS),90 - 99,9,Evan Mobley,CLE,,,,
388,3POINTMISS,4,3:45,MISS Wiggins 27' 3PT Jump Shot,90 - 99,9,Aaron Wiggins,OKC,,,,
389,REBOUND,4,3:42,K. Williams REBOUND (Off:3 Def:3),90 - 99,9,Kenrich Williams,OKC,,,,
390,3POINTMISS,4,3:38,MISS Joe 26' 3PT Jump Shot,90 - 99,9,Isaiah Joe,OKC,,,,
391,REBOUND,4,3:35,Garland REBOUND (Off:0 Def:2),90 - 99,9,Darius Garland,CLE,,,,
392,2POINTMISS,4,3:27,MISS Garland 11' Driving Floating Bank Jump Shot,90 - 99,9,Darius Garland,CLE,,,,
393,REBOUND,4,3:23,K. Williams REBOUND (Off:3 Def:4),90 - 99,9,Kenrich Williams,OKC,,,,
394,2POINTMISS,4,3:02,MISS Jal. Williams 11' Pullup Jump Shot,90 - 99,9,Jalen Williams,OKC,,,,
395,REBOUND,4,3:01,Mobley REBOUND (Off:2 Def:9),90 - 99,9,Evan Mobley,CLE,,,,
396,3POINTMISS,4,2:50,MISS LeVert 26' 3PT Jump Shot,90 - 99,9,Caris LeVert,CLE,,,,
397,REBOUND,4,2:46,Allen REBOUND (Off:5 Def:4),90 - 99,9,Jarrett Allen,CLE,,,,
398,FOUL,4,2:45,Gilgeous-Alexander S.FOUL (P2.T3) (K.Lane),90 - 99,9,Shai Gilgeous-Alexander,OKC,Darius Garland,CLE,,
399,FTMAKE,4,2:45,Garland Free Throw 1 of 2 (22 PTS),91 - 99,8,Darius Garland,CLE,,,,
400,SUB,4,2:45,SUB: Muscala FOR Joe,91 - 99,8,Isaiah Joe,OKC,Mike Muscala,OKC,,
401,FTMAKE,4,2:45,Garland Free Throw 2 of 2 (23 PTS),92 - 99,7,Darius Garland,CLE,,,,
402,2POINT,4,2:30,Gilgeous-Alexander 10' Fadeaway Jumper (35 PTS),92 - 101,9,Shai Gilgeous-Alexander,OKC,,,,
403,2POINTMISS,4,2:16,MISS Mobley 12' Turnaround Jump Shot,92 - 101,9,Evan Mobley,CLE,,,,
404,REBOUND,4,2:12,Muscala REBOUND (Off:1 Def:3),92 - 101,9,Mike Muscala,OKC,,,,
405,3POINT.ASSIST,4,2:00,Jal. Williams 3PT Jump Shot (14 PTS) (Gilgeous-Alexander 7 AST),92 - 104,12,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
406,2POINTMISS,4,1:49,MISS Garland 11' Driving Floating Bank Jump Shot,92 - 104,12,Darius Garland,CLE,,,,
407,REBOUND,4,1:45,Wiggins REBOUND (Off:1 Def:6),92 - 104,12,Aaron Wiggins,OKC,,,,
408,TURNOVER,4,1:33,Wiggins Out of Bounds Lost Ball Turnover (P2.T15),92 - 104,12,Aaron Wiggins,OKC,,,,
409,FOUL,4,1:30,Wiggins P.FOUL (P3.T4) (G.Petraitis),92 - 104,12,Aaron Wiggins,OKC,Darius Garland,CLE,,
