,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
206,3POINTMISS,2,3:30,MISS Siakam 26' 3PT Jump Shot,54 - 51,-3,Pascal Siakam,TOR,,,,
207,REBOUND,2,3:25,Boucher REBOUND (Off:3 Def:3),54 - 51,-3,Chris Boucher,TOR,,,,
208,2POINTMISS,2,3:25,MISS Boucher Tip Layup Shot,54 - 51,-3,Chris Boucher,TOR,,,,
209,REBOUND,2,3:25,Thompson REBOUND (Off:0 Def:3),54 - 51,-3,Klay Thompson,GSW,,,,
210,2POINT.ASSIST,2,3:15,D. Green 10' Floating Jump Shot (4 PTS) (DiVincenzo 4 AST),54 - 53,-1,Draymond Green,GSW,Donte DiVincenzo,GSW,,
211,2POINTMISS,2,3:05,MISS VanVleet 6' Driving Layup,54 - 53,-1,Fred VanVleet,TOR,,,,
212,REBOUND,2,3:05,Raptors Rebound,54 - 53,-1,,,,,,
213,FOUL,2,3:05,Looney L.B.FOUL (P4.PN) (K.Scott),54 - 53,-1,Kevon Looney,GSW,Chris Boucher,TOR,,
214,FTMAKE,2,3:05,Boucher Free Throw 1 of 2 (7 PTS),55 - 53,-2,Chris Boucher,TOR,,,,
215,FTMISS,2,3:05,MISS Boucher Free Throw 2 of 2,55 - 53,-2,Chris Boucher,TOR,,,,
216,SUB,2,3:05,SUB: J. Green FOR Looney,55 - 53,-2,Kevon Looney,GSW,JaMychal Green,GSW,,
217,REBOUND,2,3:03,J. Green REBOUND (Off:1 Def:1),55 - 53,-2,JaMychal Green,GSW,,,,
218,FOUL,2,2:56,Young S.FOUL (P1.PN) (K.Scott),55 - 53,-2,Thaddeus Young,TOR,Stephen Curry,GSW,,
219,TIMEOUT,2,2:56,WARRIORS Timeout: Regular (Full 2 Short 0),55 - 53,-2,,,,,,
220,SUB,2,2:56,SUB: Achiuwa FOR Boucher,55 - 53,-2,Chris Boucher,TOR,Precious Achiuwa,TOR,,
221,FTMAKE,2,2:56,Curry Free Throw 1 of 2 (14 PTS),55 - 54,-1,Stephen Curry,GSW,,,,
222,FTMAKE,2,2:56,Curry Free Throw 2 of 2 (15 PTS),55 - 55,TIE,Stephen Curry,GSW,,,,
223,STEAL.TURNOVER,2,2:36,Thompson STEAL (1 STL)VanVleet Bad Pass Turnover (P3.T4),55 - 55,TIE,Fred VanVleet,TOR,Klay Thompson,GSW,,
224,3POINT.ASSIST,2,2:31,Thompson 3PT Running Jump Shot (12 PTS) (DiVincenzo 5 AST),55 - 58,3,Klay Thompson,GSW,Donte DiVincenzo,GSW,,
225,3POINT.ASSIST,2,2:15,Trent Jr. 25' 3PT Jump Shot (10 PTS) (Siakam 2 AST),58 - 58,TIE,Gary Trent Jr.,TOR,Pascal Siakam,TOR,,
226,2POINT.ASSIST,2,1:56,DiVincenzo 3' Cutting Layup Shot (7 PTS) (D. Green 5 AST),58 - 60,2,Donte DiVincenzo,GSW,Draymond Green,GSW,,
227,3POINTMISS,2,1:47,MISS VanVleet 27' 3PT Pullup Jump Shot,58 - 60,2,Fred VanVleet,TOR,,,,
228,REBOUND,2,1:43,Thompson REBOUND (Off:0 Def:4),58 - 60,2,Klay Thompson,GSW,,,,
229,2POINT.ASSIST,2,1:39,Curry 5' Running Reverse Layup (17 PTS) (DiVincenzo 6 AST),58 - 62,4,Stephen Curry,GSW,Donte DiVincenzo,GSW,,
230,2POINTMISS,2,1:21,MISS Siakam 11' Fadeaway Jumper,58 - 62,4,Pascal Siakam,TOR,,,,
231,REBOUND,2,1:18,J. Green REBOUND (Off:1 Def:2),58 - 62,4,JaMychal Green,GSW,,,,
232,3POINTMISS,2,1:08,MISS J. Green 3PT Jump Shot,58 - 62,4,JaMychal Green,GSW,,,,
233,REBOUND,2,1:04,Young REBOUND (Off:0 Def:1),58 - 62,4,Thaddeus Young,TOR,,,,
234,2POINT.ASSIST,2,0:52,Trent Jr. 12' Step Back Jump Shot (12 PTS) (Achiuwa 2 AST),60 - 62,2,Gary Trent Jr.,TOR,Precious Achiuwa,TOR,,
235,3POINTMISS,2,0:37,MISS Thompson 3PT Jump Shot,60 - 62,2,Klay Thompson,GSW,,,,
236,REBOUND,2,0:35,Achiuwa REBOUND (Off:3 Def:4),60 - 62,2,Precious Achiuwa,TOR,,,,
237,2POINT,2,0:20,Young 7' Turnaround Hook Shot (2 PTS),62 - 62,TIE,Thaddeus Young,TOR,,,,
238,FOUL,2,0:02,Achiuwa S.FOUL (P1.PN) (R.Hussey),62 - 62,TIE,Precious Achiuwa,TOR,Draymond Green,GSW,,
239,FTMISS,2,0:02,MISS D. Green Free Throw 1 of 2,62 - 62,TIE,Draymond Green,GSW,,,,
240,REBOUND,2,0:02,WARRIORS Rebound,62 - 62,TIE,,,,,,
241,FTMAKE,2,0:02,D. Green Free Throw 2 of 2 (5 PTS),62 - 63,1,Draymond Green,GSW,,,,
242,SUB,2,0:02,SUB: Kuminga FOR Curry,62 - 63,1,Stephen Curry,GSW,Jonathan Kuminga,GSW,,
243,3POINTMISS,2,0:00,MISS VanVleet 57' 3PT Jump Shot,62 - 63,1,Fred VanVleet,TOR,,,,
244,REBOUND,2,0:00,Raptors Rebound,62 - 63,1,,,,,,
245,ENDOFPERIOD,2,0:00,End of 2nd Period (11:05 PM EST),62 - 63,1,,,,,,
246,STARTOFPERIOD,3,12:00,Start of 3rd Period (11:20 PM EST),62 - 63,1,,,,,,
247,2POINTMISS,3,11:47,MISS Siakam 4' Turnaround Hook Shot,62 - 63,1,Pascal Siakam,TOR,,,,
248,REBOUND,3,11:45,Curry REBOUND (Off:0 Def:5),62 - 63,1,Stephen Curry,GSW,,,,
249,3POINT.ASSIST,3,11:41,Thompson 25' 3PT Running Jump Shot (15 PTS) (Curry 6 AST),62 - 66,4,Klay Thompson,GSW,Stephen Curry,GSW,,
250,2POINTMISS,3,11:14,MISS Achiuwa 7' Cutting Layup Shot,62 - 66,4,Precious Achiuwa,TOR,,,,
251,REBOUND,3,11:11,Achiuwa REBOUND (Off:4 Def:4),62 - 66,4,Precious Achiuwa,TOR,,,,
252,2POINT,3,11:11,Achiuwa Putback Dunk (8 PTS),64 - 66,2,Precious Achiuwa,TOR,,,,
253,2POINTMISS,3,10:53,MISS Curry 4' Driving Reverse Layup,64 - 66,2,Stephen Curry,GSW,,,,
254,REBOUND,3,10:52,Achiuwa REBOUND (Off:4 Def:5),64 - 66,2,Precious Achiuwa,TOR,,,,
255,3POINTMISS,3,10:47,MISS Trent Jr. 3PT Jump Shot,64 - 66,2,Gary Trent Jr.,TOR,,,,
256,REBOUND,3,10:42,Trent Jr. REBOUND (Off:1 Def:2),64 - 66,2,Gary Trent Jr.,TOR,,,,
257,3POINTMISS,3,10:38,MISS VanVleet 28' 3PT Pullup Jump Shot,64 - 66,2,Fred VanVleet,TOR,,,,
258,REBOUND,3,10:35,WARRIORS Rebound,64 - 66,2,,,,,,
259,TURNOVER,3,10:25,Curry Out of Bounds - Bad Pass Turnover Turnover (P1.T5),64 - 66,2,Stephen Curry,GSW,,,,
260,TURNOVER,3,10:15,VanVleet Out of Bounds Lost Ball Turnover (P4.T5),64 - 66,2,Fred VanVleet,TOR,,,,
261,TURNOVER,3,10:02,Curry Out of Bounds Lost Ball Turnover (P2.T6),64 - 66,2,Stephen Curry,GSW,,,,
262,3POINTMISS,3,9:50,MISS Trent Jr. 27' 3PT Jump Shot,64 - 66,2,Gary Trent Jr.,TOR,,,,
263,REBOUND,3,9:48,Thompson REBOUND (Off:0 Def:5),64 - 66,2,Klay Thompson,GSW,,,,
264,3POINTMISS,3,9:42,MISS Poole 28' 3PT Running Jump Shot,64 - 66,2,Jordan Poole,GSW,,,,
265,REBOUND,3,9:39,Thompson REBOUND (Off:1 Def:5),64 - 66,2,Klay Thompson,GSW,,,,
266,TURNOVER,3,9:36,Poole Out of Bounds - Bad Pass Turnover Turnover (P3.T7),64 - 66,2,Jordan Poole,GSW,,,,
267,FOUL,3,9:27,Poole P.FOUL (P3.T1) (K.Scott),64 - 66,2,Jordan Poole,GSW,Fred VanVleet,TOR,,
268,2POINT.ASSIST,3,9:24,Achiuwa 5' Cutting Dunk Shot (10 PTS) (VanVleet 3 AST),66 - 66,TIE,Precious Achiuwa,TOR,Fred VanVleet,TOR,,
269,TIMEOUT,3,9:23,WARRIORS Timeout: Regular (Full 3 Short 0),66 - 66,TIE,,,,,,
270,3POINTMISS,3,9:12,MISS Thompson 28' 3PT Jump Shot,66 - 66,TIE,Klay Thompson,GSW,,,,
271,REBOUND,3,9:09,Trent Jr. REBOUND (Off:1 Def:3),66 - 66,TIE,Gary Trent Jr.,TOR,,,,
272,2POINT.ASSIST,3,8:51,Siakam 8' Driving Floating Jump Shot (10 PTS) (Trent Jr. 1 AST),68 - 66,-2,Pascal Siakam,TOR,Gary Trent Jr.,TOR,,
273,TURNOVER,3,8:38,Thompson Traveling Turnover (P1.T8),68 - 66,-2,Klay Thompson,GSW,,,,
274,2POINT,3,8:25,Siakam 7' Turnaround Hook Shot (12 PTS),70 - 66,-4,Pascal Siakam,TOR,,,,
275,2POINT,3,8:17,Curry 5' Driving Finger Roll Layup (19 PTS),70 - 68,-2,Stephen Curry,GSW,,,,
276,FOUL,3,8:17,Barnes S.FOUL (P3.T1) (B.Barnaky),70 - 68,-2,Scottie Barnes,TOR,Stephen Curry,GSW,,
277,FTMAKE,3,8:17,Curry Free Throw 1 of 1 (20 PTS),70 - 69,-1,Stephen Curry,GSW,,,,
278,3POINT.ASSIST,3,8:06,Barnes 24' 3PT Jump Shot (15 PTS) (VanVleet 4 AST),73 - 69,-4,Scottie Barnes,TOR,Fred VanVleet,TOR,,
279,2POINT.ASSIST,3,7:52,Thompson 5' Cutting Layup Shot (17 PTS) (Poole 2 AST),73 - 71,-2,Klay Thompson,GSW,Jordan Poole,GSW,,
280,2POINTMISS,3,7:30,MISS Siakam 9' Step Back Jump Shot,73 - 71,-2,Pascal Siakam,TOR,,,,
281,REBOUND,3,7:28,J. Green REBOUND (Off:1 Def:3),73 - 71,-2,JaMychal Green,GSW,,,,
282,2POINTMISS,3,7:19,MISS Thompson 17' Pullup Jump Shot,73 - 71,-2,Klay Thompson,GSW,,,,
283,REBOUND,3,7:16,Achiuwa REBOUND (Off:4 Def:6),73 - 71,-2,Precious Achiuwa,TOR,,,,
284,FOUL,3,7:02,Poole S.FOUL (P4.T2) (K.Scott),73 - 71,-2,Jordan Poole,GSW,Scottie Barnes,TOR,,
285,SUB,3,7:02,SUB: DiVincenzo FOR Poole,73 - 71,-2,Jordan Poole,GSW,Donte DiVincenzo,GSW,,
286,FTMAKE,3,7:02,Barnes Free Throw 1 of 2 (16 PTS),74 - 71,-3,Scottie Barnes,TOR,,,,
287,FTMAKE,3,7:02,Barnes Free Throw 2 of 2 (17 PTS),75 - 71,-4,Scottie Barnes,TOR,,,,
288,3POINTMISS,3,6:55,MISS Curry 27' 3PT Pullup Jump Shot,75 - 71,-4,Stephen Curry,GSW,,,,
289,REBOUND,3,6:53,J. Green REBOUND (Off:2 Def:3),75 - 71,-4,JaMychal Green,GSW,,,,
290,FOUL,3,6:52,Achiuwa S.FOUL (P2.T2) (B.Barnaky),75 - 71,-4,Precious Achiuwa,TOR,JaMychal Green,GSW,,
291,FTMAKE,3,6:52,J. Green Free Throw 1 of 2 (9 PTS),75 - 72,-3,JaMychal Green,GSW,,,,
292,FTMAKE,3,6:52,J. Green Free Throw 2 of 2 (10 PTS),75 - 73,-2,JaMychal Green,GSW,,,,
293,2POINTMISS,3,6:34,MISS Trent Jr. 10' Driving Floating Jump Shot,75 - 73,-2,Gary Trent Jr.,TOR,,,,
294,REBOUND,3,6:31,J. Green REBOUND (Off:2 Def:4),75 - 73,-2,JaMychal Green,GSW,,,,
295,3POINT.ASSIST,3,6:27,Curry 3PT Running Jump Shot (23 PTS) (D. Green 6 AST),75 - 76,1,Stephen Curry,GSW,Draymond Green,GSW,,
296,2POINT.ASSIST,3,6:07,Siakam 7' Driving Floating Jump Shot (14 PTS) (VanVleet 5 AST),77 - 76,-1,Pascal Siakam,TOR,Fred VanVleet,TOR,,
297,FOUL,3,6:07,Thompson S.FOUL (P1.T3) (B.Barnaky),77 - 76,-1,Klay Thompson,GSW,Pascal Siakam,TOR,,
298,SUB,3,6:07,SUB: Looney FOR J. Green,77 - 76,-1,JaMychal Green,GSW,Kevon Looney,GSW,,
299,FTMAKE,3,6:07,Siakam Free Throw 1 of 1 (15 PTS),78 - 76,-2,Pascal Siakam,TOR,,,,
300,2POINTMISS,3,5:57,MISS D. Green 5' Cutting Layup Shot,78 - 76,-2,Draymond Green,GSW,,,,
301,REBOUND,3,5:54,VanVleet REBOUND (Off:0 Def:2),78 - 76,-2,Fred VanVleet,TOR,,,,
302,3POINT.ASSIST,3,5:52,Trent Jr. 24' 3PT Running Jump Shot (15 PTS) (Siakam 3 AST),81 - 76,-5,Gary Trent Jr.,TOR,Pascal Siakam,TOR,,
303,2POINT.ASSIST,3,5:34,Looney 2' Layup (6 PTS) (D. Green 7 AST),81 - 78,-3,Kevon Looney,GSW,Draymond Green,GSW,,
304,STEAL.TURNOVER,3,5:20,DiVincenzo STEAL (2 STL)VanVleet Lost Ball Turnover (P5.T6),81 - 78,-3,Fred VanVleet,TOR,Donte DiVincenzo,GSW,,
305,2POINT.ASSIST,3,5:16,Thompson 5' Running Layup (19 PTS) (DiVincenzo 7 AST),81 - 80,-1,Klay Thompson,GSW,Donte DiVincenzo,GSW,,
306,FOUL,3,5:16,Siakam S.FOUL (P3.T3) (B.Barnaky),81 - 80,-1,Pascal Siakam,TOR,Klay Thompson,GSW,,
307,SUB,3,5:16,SUB: Kuminga FOR D. Green,81 - 80,-1,Draymond Green,GSW,Jonathan Kuminga,GSW,,
308,FTMAKE,3,5:16,Thompson Free Throw 1 of 1 (20 PTS),81 - 81,TIE,Klay Thompson,GSW,,,,
309,2POINTMISS,3,4:54,MISS Siakam 10' Fadeaway Jumper,81 - 81,TIE,Pascal Siakam,TOR,,,,
310,REBOUND,3,4:52,Curry REBOUND (Off:0 Def:6),81 - 81,TIE,Stephen Curry,GSW,,,,
311,2POINTMISS.BLOCK,3,4:44,MISS Curry 5' Driving LayupBarnes BLOCK (1 BLK),81 - 81,TIE,Stephen Curry,GSW,,,Scottie Barnes,TOR
312,REBOUND,3,4:42,VanVleet REBOUND (Off:0 Def:3),81 - 81,TIE,Fred VanVleet,TOR,,,,
313,2POINTMISS,3,4:39,MISS VanVleet 3' Running Layup,81 - 81,TIE,Fred VanVleet,TOR,,,,
314,REBOUND,3,4:36,Achiuwa REBOUND (Off:5 Def:6),81 - 81,TIE,Precious Achiuwa,TOR,,,,
315,2POINT,3,4:36,Achiuwa Putback Layup (12 PTS),83 - 81,-2,Precious Achiuwa,TOR,,,,
316,FOUL,3,4:27,VanVleet P.FOUL (P2.T4) (B.Barnaky),83 - 81,-2,Fred VanVleet,TOR,Donte DiVincenzo,GSW,,
317,SUB,3,4:27,SUB: Young FOR Barnes,83 - 81,-2,Scottie Barnes,TOR,Thaddeus Young,TOR,,
318,SUB,3,4:27,SUB: Boucher FOR Achiuwa,83 - 81,-2,Precious Achiuwa,TOR,Chris Boucher,TOR,,
319,3POINTMISS,3,4:23,MISS Curry 27' 3PT Pullup Jump Shot,83 - 81,-2,Stephen Curry,GSW,,,,
320,REBOUND,3,4:21,Boucher REBOUND (Off:3 Def:4),83 - 81,-2,Chris Boucher,TOR,,,,
321,2POINTMISS,3,4:08,MISS Siakam 6' Driving Hook Shot,83 - 81,-2,Pascal Siakam,TOR,,,,
322,REBOUND,3,4:05,Young REBOUND (Off:1 Def:1),83 - 81,-2,Thaddeus Young,TOR,,,,
323,3POINTMISS,3,4:04,MISS Boucher 3PT Jump Shot,83 - 81,-2,Chris Boucher,TOR,,,,
324,REBOUND,3,4:04,Looney REBOUND (Off:1 Def:5),83 - 81,-2,Kevon Looney,GSW,,,,
325,2POINT.ASSIST,3,3:53,Looney 6' Alley Oop Layup (8 PTS) (Curry 7 AST),83 - 83,TIE,Kevon Looney,GSW,Stephen Curry,GSW,,
326,3POINTMISS,3,3:29,MISS Siakam 26' 3PT Jump Shot,83 - 83,TIE,Pascal Siakam,TOR,,,,
327,REBOUND,3,3:25,Boucher REBOUND (Off:4 Def:4),83 - 83,TIE,Chris Boucher,TOR,,,,
328,2POINTMISS,3,3:25,MISS Boucher Tip Layup Shot,83 - 83,TIE,Chris Boucher,TOR,,,,
329,REBOUND,3,3:25,Looney REBOUND (Off:1 Def:6),83 - 83,TIE,Kevon Looney,GSW,,,,
330,3POINTMISS,3,3:19,MISS DiVincenzo 3PT Jump Shot,83 - 83,TIE,Donte DiVincenzo,GSW,,,,
331,REBOUND,3,3:17,WARRIORS Rebound,83 - 83,TIE,,,,,,
332,FOUL,3,3:17,Siakam L.B.FOUL (P4.PN) (R.Hussey),83 - 83,TIE,Pascal Siakam,TOR,Kevon Looney,GSW,,
333,FTMISS,3,3:17,MISS Looney Free Throw 1 of 2,83 - 83,TIE,Kevon Looney,GSW,,,,
334,REBOUND,3,3:17,WARRIORS Rebound,83 - 83,TIE,,,,,,
335,FTMISS,3,3:17,MISS Looney Free Throw 2 of 2,83 - 83,TIE,Kevon Looney,GSW,,,,
336,SUB,3,3:17,SUB: Lamb FOR Thompson,83 - 83,TIE,Klay Thompson,GSW,Anthony Lamb,GSW,,
337,REBOUND,3,3:15,Siakam REBOUND (Off:1 Def:4),83 - 83,TIE,Pascal Siakam,TOR,,,,
338,3POINT.ASSIST,3,3:06,VanVleet 27' 3PT Jump Shot (17 PTS) (Young 1 AST),86 - 83,-3,Fred VanVleet,TOR,Thaddeus Young,TOR,,
339,3POINT.ASSIST,3,2:49,Kuminga 24' 3PT Jump Shot (4 PTS) (Looney 2 AST),86 - 86,TIE,Jonathan Kuminga,GSW,Kevon Looney,GSW,,
340,TIMEOUT,3,2:45,Raptors Timeout: Regular (Reg.3 Short 0),86 - 86,TIE,,,,,,
341,SUB,3,2:45,SUB: Achiuwa FOR Siakam,86 - 86,TIE,Pascal Siakam,TOR,Precious Achiuwa,TOR,,
342,2POINT,3,2:24,VanVleet 6' Driving Layup (19 PTS),88 - 86,-2,Fred VanVleet,TOR,,,,
343,3POINT.ASSIST,3,2:06,Kuminga 24' 3PT Jump Shot (7 PTS) (Curry 8 AST),88 - 89,1,Jonathan Kuminga,GSW,Stephen Curry,GSW,,
344,3POINTMISS,3,1:51,MISS Trent Jr. 26' 3PT Pullup Jump Shot,88 - 89,1,Gary Trent Jr.,TOR,,,,
345,REBOUND,3,1:48,DiVincenzo REBOUND (Off:0 Def:2),88 - 89,1,Donte DiVincenzo,GSW,,,,
346,3POINT.ASSIST,3,1:37,Kuminga 3PT Jump Shot (10 PTS) (Looney 3 AST),88 - 92,4,Jonathan Kuminga,GSW,Kevon Looney,GSW,,
347,2POINT,3,1:09,VanVleet 14' Turnaround Fadeaway (21 PTS),90 - 92,2,Fred VanVleet,TOR,,,,
348,STEAL.TURNOVER,3,0:54,Curry Lost Ball Turnover (P3.T9)VanVleet STEAL (1 STL),90 - 92,2,Stephen Curry,GSW,Fred VanVleet,TOR,,
349,2POINT.ASSIST,3,0:50,VanVleet 4' Running Layup (23 PTS) (Trent Jr. 2 AST),92 - 92,TIE,Fred VanVleet,TOR,Gary Trent Jr.,TOR,,
350,3POINT.ASSIST,3,0:38,Curry 26' 3PT Pullup Jump Shot (26 PTS) (Lamb 2 AST),92 - 95,3,Stephen Curry,GSW,Anthony Lamb,GSW,,
351,2POINT.ASSIST,3,0:24,Achiuwa 6' Cutting Layup Shot (14 PTS) (VanVleet 6 AST),94 - 95,1,Precious Achiuwa,TOR,Fred VanVleet,TOR,,
352,3POINT.ASSIST,3,0:02,Kuminga 25' 3PT Jump Shot (13 PTS) (Lamb 3 AST),94 - 98,4,Jonathan Kuminga,GSW,Anthony Lamb,GSW,,
353,ENDOFPERIOD,3,0:00,End of 3rd Period (11:46 PM EST),94 - 98,4,,,,,,
354,STARTOFPERIOD,4,12:00,Start of 4th Period (11:48 PM EST),94 - 98,4,,,,,,
355,FOUL,4,11:53,Barnes P.FOUL (P4.T1) (B.Barnaky),94 - 98,4,Scottie Barnes,TOR,Jonathan Kuminga,GSW,,
356,STEAL.TURNOVER,4,11:49,DiVincenzo Bad Pass Turnover (P1.T10)Achiuwa STEAL (1 STL),94 - 98,4,Donte DiVincenzo,GSW,Precious Achiuwa,TOR,,
357,TURNOVER,4,11:44,Barnes Traveling Turnover (P1.T7),94 - 98,4,Scottie Barnes,TOR,,,,
358,STEAL.TURNOVER,4,11:29,Kuminga Bad Pass Turnover (P2.T11)Boucher STEAL (1 STL),94 - 98,4,Jonathan Kuminga,GSW,Chris Boucher,TOR,,
359,3POINTMISS,4,11:15,MISS Barnes 26' 3PT Jump Shot,94 - 98,4,Scottie Barnes,TOR,,,,
360,REBOUND,4,11:10,Thompson REBOUND (Off:1 Def:6),94 - 98,4,Klay Thompson,GSW,,,,
361,2POINTMISS,4,10:54,MISS Poole 7' Driving Reverse Layup,94 - 98,4,Jordan Poole,GSW,,,,
362,REBOUND,4,10:53,Barnes REBOUND (Off:0 Def:5),94 - 98,4,Scottie Barnes,TOR,,,,
363,2POINTMISS,4,10:49,MISS Barnes 7' Running Layup,94 - 98,4,Scottie Barnes,TOR,,,,
364,REBOUND,4,10:47,Boucher REBOUND (Off:5 Def:4),94 - 98,4,Chris Boucher,TOR,,,,
365,TURNOVER,4,10:43,Boucher Kicked Ball Violation Turnover (P1.T8),94 - 98,4,Chris Boucher,TOR,,,,
366,3POINT.ASSIST,4,10:26,Thompson 26' 3PT Jump Shot (23 PTS) (DiVincenzo 8 AST),94 - 101,7,Klay Thompson,GSW,Donte DiVincenzo,GSW,,
367,2POINTMISS.BLOCK,4,10:03,Kuminga BLOCK (1 BLK)MISS Boucher 5' Cutting Layup Shot,94 - 101,7,Chris Boucher,TOR,,,Jonathan Kuminga,GSW
368,REBOUND,4,10:03,Raptors Rebound,94 - 101,7,,,,,,
369,2POINTMISS,4,10:00,MISS Trent Jr. 9' Driving Floating Jump Shot,94 - 101,7,Gary Trent Jr.,TOR,,,,
370,REBOUND,4,9:58,Siakam REBOUND (Off:2 Def:4),94 - 101,7,Pascal Siakam,TOR,,,,
371,FOUL,4,9:58,D. Green S.FOUL (P1.T1) (B.Barnaky),94 - 101,7,Draymond Green,GSW,Pascal Siakam,TOR,,
372,FTMISS,4,9:58,MISS Siakam Free Throw 1 of 2,94 - 101,7,Pascal Siakam,TOR,,,,
373,REBOUND,4,9:58,Raptors Rebound,94 - 101,7,,,,,,
374,FTMAKE,4,9:58,Siakam Free Throw 2 of 2 (16 PTS),95 - 101,6,Pascal Siakam,TOR,,,,
375,2POINT,4,9:37,Poole 8' Driving Finger Roll Layup (9 PTS),95 - 103,8,Jordan Poole,GSW,,,,
376,TURNOVER,4,9:31,Achiuwa Out of Bounds - Bad Pass Turnover Turnover (P2.T9),95 - 103,8,Precious Achiuwa,TOR,,,,
377,TURNOVER,4,9:26,D. Green Out of Bounds - Bad Pass Turnover Turnover (P2.T12),95 - 103,8,Draymond Green,GSW,,,,
378,SUB,4,9:26,SUB: VanVleet FOR Boucher,95 - 103,8,Chris Boucher,TOR,Fred VanVleet,TOR,,
379,SUB,4,9:26,SUB: Hernangomez FOR Trent Jr.,95 - 103,8,Gary Trent Jr.,TOR,Juancho Hernangomez,TOR,,
380,2POINT.ASSIST,4,9:11,Siakam 7' Cutting Layup Shot (18 PTS) (Barnes 5 AST),97 - 103,6,Pascal Siakam,TOR,Scottie Barnes,TOR,,
381,FOUL,4,9:11,Kuminga S.FOUL (P2.T2) (K.Scott),97 - 103,6,Jonathan Kuminga,GSW,Pascal Siakam,TOR,,
382,FTMAKE,4,9:11,Siakam Free Throw 1 of 1 (19 PTS),98 - 103,5,Pascal Siakam,TOR,,,,
383,FOUL,4,8:57,VanVleet P.FOUL (P3.T2) (R.Hussey),98 - 103,5,Fred VanVleet,TOR,Jordan Poole,GSW,,
384,2POINT.ASSIST,4,8:45,Kuminga 6' Cutting Layup Shot (15 PTS) (DiVincenzo 9 AST),98 - 105,7,Jonathan Kuminga,GSW,Donte DiVincenzo,GSW,,
385,3POINTMISS,4,8:24,MISS Achiuwa 26' 3PT Jump Shot,98 - 105,7,Precious Achiuwa,TOR,,,,
386,REBOUND,4,8:21,D. Green REBOUND (Off:0 Def:6),98 - 105,7,Draymond Green,GSW,,,,
387,2POINTMISS,4,8:04,MISS Thompson 7' Cutting Layup Shot,98 - 105,7,Klay Thompson,GSW,,,,
388,REBOUND,4,8:02,Hernangomez REBOUND (Off:0 Def:3),98 - 105,7,Juancho Hernangomez,TOR,,,,
389,2POINT.ASSIST,4,7:57,Barnes 8' Cutting Layup Shot (19 PTS) (VanVleet 7 AST),100 - 105,5,Scottie Barnes,TOR,Fred VanVleet,TOR,,
390,TIMEOUT,4,7:57,WARRIORS Timeout: Regular (Full 4 Short 0),100 - 105,5,,,,,,
391,SUB,4,7:57,SUB: Curry FOR Poole,100 - 105,5,Jordan Poole,GSW,Stephen Curry,GSW,,
392,SUB,4,7:57,SUB: Looney FOR D. Green,100 - 105,5,Draymond Green,GSW,Kevon Looney,GSW,,
393,3POINTMISS,4,7:44,MISS DiVincenzo 26' 3PT Jump Shot,100 - 105,5,Donte DiVincenzo,GSW,,,,
394,REBOUND,4,7:42,Barnes REBOUND (Off:0 Def:6),100 - 105,5,Scottie Barnes,TOR,,,,
395,3POINTMISS,4,7:21,MISS Siakam 3PT Jump Shot,100 - 105,5,Pascal Siakam,TOR,,,,
396,REBOUND,4,7:19,Thompson REBOUND (Off:1 Def:7),100 - 105,5,Klay Thompson,GSW,,,,
397,2POINTMISS.BLOCK,4,7:13,MISS DiVincenzo 7' Running LayupVanVleet BLOCK (1 BLK),100 - 105,5,Donte DiVincenzo,GSW,,,Fred VanVleet,TOR
398,REBOUND,4,7:12,VanVleet REBOUND (Off:0 Def:4),100 - 105,5,Fred VanVleet,TOR,,,,
399,2POINT.ASSIST,4,7:09,Siakam 3' Running Layup (21 PTS) (VanVleet 8 AST),102 - 105,3,Pascal Siakam,TOR,Fred VanVleet,TOR,,
400,2POINT,4,6:47,Curry 10' Driving Floating Jump Shot (28 PTS),102 - 107,5,Stephen Curry,GSW,,,,
401,3POINT,4,6:32,VanVleet 27' 3PT Step Back Jump Shot (26 PTS),105 - 107,2,Fred VanVleet,TOR,,,,
402,3POINTMISS,4,6:18,MISS Thompson 24' 3PT Jump Shot,105 - 107,2,Klay Thompson,GSW,,,,
403,REBOUND,4,6:16,Siakam REBOUND (Off:2 Def:5),105 - 107,2,Pascal Siakam,TOR,,,,
404,2POINTMISS,4,6:08,MISS Hernangomez 5' Cutting Layup Shot,105 - 107,2,Juancho Hernangomez,TOR,,,,
405,REBOUND,4,6:07,Looney REBOUND (Off:1 Def:7),105 - 107,2,Kevon Looney,GSW,,,,
406,3POINT.ASSIST,4,6:03,Thompson 24' 3PT Running Jump Shot (26 PTS) (Curry 9 AST),105 - 110,5,Klay Thompson,GSW,Stephen Curry,GSW,,
407,TIMEOUT,4,6:01,Raptors Timeout: Regular (Reg.4 Short 0),105 - 110,5,,,,,,
408,SUB,4,6:01,SUB: Lamb FOR Thompson,105 - 110,5,Klay Thompson,GSW,Anthony Lamb,GSW,,
409,SUB,4,6:01,SUB: Trent Jr. FOR Hernangomez,105 - 110,5,Juancho Hernangomez,TOR,Gary Trent Jr.,TOR,,
410,FOUL,4,5:39,Looney S.FOUL (P5.T3) (K.Scott),105 - 110,5,Kevon Looney,GSW,Precious Achiuwa,TOR,,
