,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
224,FOUL,3,8:41,Thompson S.FOUL (P2.T2),74 - 100,26,Klay Thompson,GSW,Josh Giddey,OKC,,
225,FTMAKE,3,8:41,Giddey Free Throw 1 of 2 (10 PTS),75 - 100,25,Josh Giddey,OKC,,,,
226,FTMAKE,3,8:41,Giddey Free Throw 2 of 2 (11 PTS),76 - 100,24,Josh Giddey,OKC,,,,
227,3POINT,3,8:26,Curry 25' 3PT Jump Shot (31 PTS),76 - 103,27,Stephen Curry,GSW,,,,
228,2POINT,3,8:12,Holmgren 1' Dunk (8 PTS),78 - 103,25,Chet Holmgren,OKC,,,,
229,3POINT,3,7:56,Thompson 28' 3PT Jump Shot (21 PTS),78 - 106,28,Klay Thompson,GSW,,,,
230,SUB,3,7:49,SUB: Jay. Williams FOR Dort,78 - 106,28,Luguentz Dort,OKC,Jaylin Williams,OKC,,
231,SUB,3,7:49,SUB: Wallace FOR Holmgren,78 - 106,28,Chet Holmgren,OKC,Cason Wallace,OKC,,
232,3POINT,3,7:33,Gilgeous-Alexander 25' 3PT Pullup Jump Shot (32 PTS),81 - 106,25,Shai Gilgeous-Alexander,OKC,,,,
233,2POINT,3,7:21,Green 2' Cutting Layup Shot (7 PTS),81 - 108,27,Draymond Green,GSW,,,,
234,TIMEOUT,3,7:20,Thunder Timeout: Regular (Reg.5 Short 0),81 - 108,27,,,,,,
235,SUB,3,7:20,SUB: Sarr FOR Robinson-Earl,81 - 108,27,Jeremiah Robinson-Earl,OKC,Olivier Sarr,OKC,,
236,SUB,3,7:20,SUB: Lamb FOR Green,81 - 108,27,Draymond Green,GSW,Anthony Lamb,GSW,,
237,SUB,3,7:20,SUB: Wiseman FOR Looney,81 - 108,27,Kevon Looney,GSW,James Wiseman,GSW,,
238,2POINTMISS,3,7:06,MISS Giddey 4' Driving Layup,81 - 108,27,Josh Giddey,OKC,,,,
239,REBOUND,3,7:04,Wiseman REBOUND (Off:0 Def:1),81 - 108,27,James Wiseman,GSW,,,,
240,3POINT,3,6:51,Curry 27' 3PT Step Back Jump Shot (34 PTS),81 - 111,30,Stephen Curry,GSW,,,,
241,FOUL,3,6:40,Wiseman S.FOUL (P2.T3),81 - 111,30,James Wiseman,GSW,Jaylin Williams,OKC,,
242,FTMAKE,3,6:40,Jay. Williams Free Throw 1 of 2 (4 PTS),82 - 111,29,Jaylin Williams,OKC,,,,
243,FTMAKE,3,6:40,Jay. Williams Free Throw 2 of 2 (5 PTS),83 - 111,28,Jaylin Williams,OKC,,,,
244,2POINT,3,6:29,Thompson 5' Driving Floating Jump Shot (23 PTS),83 - 113,30,Klay Thompson,GSW,,,,
245,3POINT,3,6:12,Gilgeous-Alexander 27' 3PT Step Back Jump Shot (35 PTS),86 - 113,27,Shai Gilgeous-Alexander,OKC,,,,
246,3POINT,3,5:59,Lamb 26' 3PT Jump Shot (3 PTS),86 - 116,30,Anthony Lamb,GSW,,,,
247,2POINT,3,5:46,Giddey 2' Driving Layup (13 PTS),88 - 116,28,Josh Giddey,OKC,,,,
248,2POINT,3,5:31,Curry 2' Driving Finger Roll Layup (36 PTS),88 - 118,30,Stephen Curry,GSW,,,,
249,3POINTMISS,3,5:14,MISS Sarr 25' 3PT Jump Shot,88 - 118,30,Olivier Sarr,OKC,,,,
250,REBOUND,3,5:12,Wiggins REBOUND (Off:0 Def:2),88 - 118,30,Andrew Wiggins,GSW,,,,
251,3POINTMISS,3,5:01,MISS Lamb 26' 3PT Jump Shot,88 - 118,30,Anthony Lamb,GSW,,,,
252,REBOUND,3,4:58,Wallace REBOUND (Off:0 Def:1),88 - 118,30,Cason Wallace,OKC,,,,
253,3POINT,3,4:46,Gilgeous-Alexander 28' 3PT Jump Shot (38 PTS),91 - 118,27,Shai Gilgeous-Alexander,OKC,,,,
254,2POINTMISS,3,4:30,MISS Wiggins 5' Driving Floating Bank Jump Shot,91 - 118,27,Andrew Wiggins,GSW,,,,
255,REBOUND,3,4:27,Wallace REBOUND (Off:0 Def:2),91 - 118,27,Cason Wallace,OKC,,,,
256,2POINT,3,4:19,Giddey 2' Driving Layup (15 PTS),93 - 118,25,Josh Giddey,OKC,,,,
257,FOUL,3,4:19,Wiseman S.FOUL (P3.T4),93 - 118,25,James Wiseman,GSW,Josh Giddey,OKC,,
258,FTMAKE,3,4:19,Giddey Free Throw 1 of 1 (16 PTS),94 - 118,24,Josh Giddey,OKC,,,,
259,2POINT,3,4:01,Wiseman 2' Dunk (10 PTS),94 - 120,26,James Wiseman,GSW,,,,
260,TIMEOUT,3,3:58,Thunder Timeout: Regular (Reg.6 Short 0),94 - 120,26,,,,,,
261,SUB,3,3:58,SUB: Jerome FOR Gilgeous-Alexander,94 - 120,26,Shai Gilgeous-Alexander,OKC,Ty Jerome,OKC,,
262,SUB,3,3:58,SUB: Bazley FOR Giddey,94 - 120,26,Josh Giddey,OKC,Darius Bazley,OKC,,
263,SUB,3,3:58,SUB: Jal. Williams FOR Jay. Williams,94 - 120,26,Jaylin Williams,OKC,Jalen Williams,OKC,,
264,SUB,3,3:58,SUB: Poole FOR Curry,94 - 120,26,Stephen Curry,GSW,Jordan Poole,GSW,,
265,SUB,3,3:58,SUB: Kuminga FOR Wiggins,94 - 120,26,Andrew Wiggins,GSW,Jonathan Kuminga,GSW,,
266,2POINT,3,3:42,Jal. Williams 6' Floating Jump Shot (4 PTS),96 - 120,24,Jalen Williams,OKC,,,,
267,2POINTMISS,3,3:28,MISS Wiseman 5' Layup,96 - 120,24,James Wiseman,GSW,,,,
268,REBOUND,3,3:26,Wiseman REBOUND (Off:1 Def:1),96 - 120,24,James Wiseman,GSW,,,,
269,2POINT,3,3:26,Wiseman 1' Putback Layup (12 PTS),96 - 122,26,James Wiseman,GSW,,,,
270,3POINT,3,3:12,Wallace 28' 3PT Jump Shot (3 PTS),99 - 122,23,Cason Wallace,OKC,,,,
271,3POINT,3,2:56,Lamb 26' 3PT Jump Shot (6 PTS),99 - 125,26,Anthony Lamb,GSW,,,,
272,FOUL,3,2:45,Lamb P.FOUL (P2.T5),99 - 125,26,Anthony Lamb,GSW,Cason Wallace,OKC,,
273,FTMAKE,3,2:45,Wallace Free Throw 1 of 2 (4 PTS),100 - 125,25,Cason Wallace,OKC,,,,
274,FTMAKE,3,2:45,Wallace Free Throw 2 of 2 (5 PTS),101 - 125,24,Cason Wallace,OKC,,,,
275,2POINT,3,2:31,Kuminga 2' Driving Layup (8 PTS),101 - 127,26,Jonathan Kuminga,GSW,,,,
276,3POINT,3,2:15,Jerome 27' 3PT Jump Shot (6 PTS),104 - 127,23,Ty Jerome,OKC,,,,
277,2POINTMISS,3,1:59,MISS Poole 5' Driving Floating Jump Shot,104 - 127,23,Jordan Poole,GSW,,,,
278,REBOUND,3,1:57,Kuminga REBOUND (Off:1 Def:0),104 - 127,23,Jonathan Kuminga,GSW,,,,
279,2POINT,3,1:55,Kuminga 1' Putback Layup (10 PTS),104 - 129,25,Jonathan Kuminga,GSW,,,,
280,FOUL,3,1:44,Thompson S.FOUL (P3.T6),104 - 129,25,Klay Thompson,GSW,Ty Jerome,OKC,,
281,FTMAKE,3,1:44,Jerome Free Throw 1 of 2 (7 PTS),105 - 129,24,Ty Jerome,OKC,,,,
282,FTMAKE,3,1:44,Jerome Free Throw 2 of 2 (8 PTS),106 - 129,23,Ty Jerome,OKC,,,,
283,3POINTMISS,3,1:35,MISS Poole 26' 3PT Jump Shot,106 - 129,23,Jordan Poole,GSW,,,,
284,REBOUND,3,1:32,Lamb REBOUND (Off:0 Def:1),106 - 129,23,Anthony Lamb,GSW,,,,
285,3POINT,3,1:24,Thompson 27' 3PT Jump Shot (26 PTS),106 - 132,26,Klay Thompson,GSW,,,,
286,2POINT,3,1:10,Jal. Williams 2' Driving Layup (6 PTS),108 - 132,24,Jalen Williams,OKC,,,,
287,TURNOVER,3,0:58,Poole Lost Ball Turnover (P2.T7),108 - 132,24,Jordan Poole,GSW,,,,
288,SUB,3,0:58,SUB: Dort FOR Gilgeous-Alexander,108 - 132,24,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
289,SUB,3,0:58,SUB: Wiggins FOR Joe,108 - 132,24,Isaiah Joe,OKC,Aaron Wiggins,OKC,,
290,2POINT,3,0:49,Bazley 2' Cutting Layup Shot (2 PTS),110 - 132,22,Darius Bazley,OKC,,,,
291,2POINT,3,0:36,Kuminga 2' Driving Dunk (12 PTS),110 - 134,24,Jonathan Kuminga,GSW,,,,
292,TIMEOUT,3,0:36,Thunder Timeout: Regular (Reg.7 Short 0),110 - 134,24,,,,,,
293,2POINT,3,0:27,Wallace 8' Floating Jump Shot (7 PTS),112 - 134,22,Cason Wallace,OKC,,,,
294,2POINT,3,0:12,Wiseman 2' Alley Oop Dunk (14 PTS),112 - 136,24,James Wiseman,GSW,,,,
295,3POINTMISS,3,0:00,MISS Jerome 30' 3PT Jump Shot,112 - 136,24,Ty Jerome,OKC,,,,
296,REBOUND,3,0:00,Warriors Rebound,112 - 136,24,,,,,,
297,ENDOFPERIOD,3,0:00,End of 3rd Period,112 - 136,24,,,,,,




298,STARTOFPERIOD,4,12:00,Start of 4th Period,112 - 136,24,,,,,,
299,2POINT,4,11:45,Dort 2' Layup (11 PTS),114 - 136,22,Luguentz Dort,OKC,,,,
300,2POINT,4,11:29,Poole 5' Floating Jump Shot (14 PTS),114 - 138,24,Jordan Poole,GSW,,,,
301,TURNOVER,4,11:16,Bazley Bad Pass Turnover (P1.T8),114 - 138,24,Darius Bazley,OKC,,,,
302,STEAL,4,11:16,Kuminga STEAL (1 STL),114 - 138,24,Jonathan Kuminga,GSW,,,,
303,FOUL,4,11:13,Jerome P.FOUL (P1.T1),114 - 138,24,Ty Jerome,OKC,Jordan Poole,GSW,,
304,FTMAKE,4,11:13,Poole Free Throw 1 of 2 (15 PTS),114 - 139,25,Jordan Poole,GSW,,,,
305,FTMAKE,4,11:13,Poole Free Throw 2 of 2 (16 PTS),114 - 140,26,Jordan Poole,GSW,,,,
306,TURNOVER,4,11:01,Wallace Bad Pass Turnover (P1.T9),114 - 140,26,Cason Wallace,OKC,,,,
307,STEAL,4,11:00,Moody STEAL (1 STL),114 - 140,26,Moses Moody,GSW,,,,
308,3POINT,4,10:56,Lamb 25' 3PT Jump Shot (9 PTS),114 - 143,29,Anthony Lamb,GSW,,,,
309,2POINT,4,10:40,Wiggins 3' Driving Layup (2 PTS),116 - 143,27,Aaron Wiggins,OKC,,,,
310,3POINT,4,10:25,Poole 28' 3PT Jump Shot (19 PTS),116 - 146,30,Jordan Poole,GSW,,,,
311,TIMEOUT,4,10:25,Thunder Timeout: Regular (Reg.8 Short 0),116 - 146,30,,,,,,
312,SUB,4,10:25,SUB: Sarr FOR Green,116 - 146,30,JaMychal Green,OKC,Olivier Sarr,OKC,,
313,SUB,4,10:25,SUB: Diallo FOR Jay. Williams,116 - 146,30,Jaylin Williams,OKC,Hamidou Diallo,OKC,,
314,SUB,4,10:25,SUB: Curry FOR Thompson,116 - 146,30,Klay Thompson,GSW,Stephen Curry,GSW,,
315,SUB,4,10:25,SUB: Green FOR Lamb,116 - 146,30,Anthony Lamb,GSW,Draymond Green,GSW,,
316,2POINTMISS,4,10:09,MISS Bazley 16' Jump Shot,116 - 146,30,Darius Bazley,OKC,,,,
317,REBOUND,4,10:06,Kuminga REBOUND (Off:1 Def:1),116 - 146,30,Jonathan Kuminga,GSW,,,,
318,TURNOVER,4,10:01,Poole Bad Pass Turnover (P3.T8),116 - 146,30,Jordan Poole,GSW,,,,
319,STEAL,4,10:00,Dort STEAL (4 STL),116 - 146,30,Luguentz Dort,OKC,,,,
320,2POINT,4,9:58,Dort 2' Layup (13 PTS),118 - 146,28,Luguentz Dort,OKC,,,,
321,2POINT,4,9:45,Kuminga 8' Driving Layup (14 PTS),118 - 148,30,Jonathan Kuminga,GSW,,,,
322,FOUL,4,9:32,Green P.FOUL (P2.T1),118 - 148,30,Draymond Green,GSW,Aaron Wiggins,OKC,,
323,FTMAKE,4,9:32,Wiggins Free Throw 1 of 2 (3 PTS),119 - 148,29,Aaron Wiggins,OKC,,,,
324,FTMAKE,4,9:32,Wiggins Free Throw 2 of 2 (4 PTS),120 - 148,28,Aaron Wiggins,OKC,,,,
325,2POINTMISS,4,9:18,MISS Curry 12' Driving Floating Jump Shot,120 - 148,28,Stephen Curry,GSW,,,,
326,REBOUND,4,9:15,Sarr REBOUND (Off:1 Def:2),120 - 148,28,Olivier Sarr,OKC,,,,
327,3POINTMISS,4,9:07,MISS Dort 28' 3PT Jump Shot,120 - 148,28,Luguentz Dort,OKC,,,,
328,REBOUND,4,9:04,Green REBOUND (Off:0 Def:1),120 - 148,28,Draymond Green,GSW,,,,
329,2POINT,4,8:51,Kuminga 2' Layup (16 PTS),120 - 150,30,Jonathan Kuminga,GSW,,,,
330,FOUL,4,8:51,Kuminga S.FOUL (P1.T2),120 - 150,30,Jonathan Kuminga,GSW,Hamidou Diallo,OKC,,
331,FTMAKE,4,8:51,Diallo Free Throw 1 of 1 (1 PTS),121 - 150,29,Hamidou Diallo,OKC,,,,
332,2POINT,4,8:37,Curry 3' Driving Layup (38 PTS),121 - 152,31,Stephen Curry,GSW,,,,
333,FOUL,4,8:37,Sarr S.FOUL (P2.T2),121 - 152,31,Olivier Sarr,OKC,Stephen Curry,GSW,,
334,FTMAKE,4,8:37,Curry Free Throw 1 of 1 (39 PTS),121 - 153,32,Stephen Curry,GSW,,,,
335,SUB,4,8:37,SUB: Thompson FOR Moody,121 - 153,32,Moses Moody,GSW,Klay Thompson,GSW,,
336,SUB,4,8:37,SUB: Wiseman FOR Poole,121 - 153,32,Jordan Poole,GSW,James Wiseman,GSW,,
337,2POINT,4,8:25,Dort 5' Driving Layup (15 PTS),123 - 153,30,Luguentz Dort,OKC,,,,
338,FOUL,4,8:25,Wiseman S.FOUL (P4.T3),123 - 153,30,James Wiseman,GSW,Luguentz Dort,OKC,,
339,FTMAKE,4,8:25,Dort Free Throw 1 of 1 (16 PTS),124 - 153,29,Luguentz Dort,OKC,,,,
340,2POINT,4,8:15,Green 9' Floating Jump Shot (9 PTS),124 - 155,31,Draymond Green,GSW,,,,
341,3POINT,4,8:01,Jerome 26' 3PT Jump Shot (11 PTS),127 - 155,28,Ty Jerome,OKC,,,,
342,2POINT,4,7:46,Curry 5' Driving Layup (41 PTS),127 - 157,30,Stephen Curry,GSW,,,,
343,2POINT,4,7:32,Diallo 2' Driving Layup (3 PTS),129 - 157,28,Hamidou Diallo,OKC,,,,
344,2POINT,4,7:18,Wiseman 1' Dunk (16 PTS),129 - 159,30,James Wiseman,GSW,,,,
345,TURNOVER,4,7:04,Sarr Lost Ball Turnover (P1.T10),129 - 159,30,Olivier Sarr,OKC,,,,
346,STEAL,4,7:03,Curry STEAL (4 STL),129 - 159,30,Stephen Curry,GSW,,,,
347,3POINT,4,6:59,Thompson 27' 3PT Jump Shot (29 PTS),129 - 162,33,Klay Thompson,GSW,,,,
348,FOUL,4,6:44,Green P.FOUL (P3.T4),129 - 162,33,Draymond Green,GSW,Darius Bazley,OKC,,
349,FTMAKE,4,6:44,Bazley Free Throw 1 of 2 (3 PTS),130 - 162,32,Darius Bazley,OKC,,,,
350,FTMAKE,4,6:44,Bazley Free Throw 2 of 2 (4 PTS),131 - 162,31,Darius Bazley,OKC,,,,
351,SUB,4,6:44,SUB: Mann FOR Wallace,131 - 162,31,Cason Wallace,OKC,Tre Mann,OKC,,
352,SUB,4,6:44,SUB: Lamb FOR Green,131 - 162,31,Draymond Green,GSW,Anthony Lamb,GSW,,
353,SUB,4,6:44,SUB: Moody FOR Thompson,131 - 162,31,Klay Thompson,GSW,Moses Moody,GSW,,
354,2POINT,4,6:33,Curry 2' Driving Layup (43 PTS),131 - 164,33,Stephen Curry,GSW,,,,
355,FOUL,4,6:23,Sarr P.FOUL (P3.T3),131 - 164,33,Olivier Sarr,OKC,James Wiseman,GSW,,
356,FTMAKE,4,6:23,Wiseman Free Throw 1 of 2 (17 PTS),131 - 165,34,James Wiseman,GSW,,,,
357,FTMAKE,4,6:23,Wiseman Free Throw 2 of 2 (18 PTS),131 - 166,35,James Wiseman,GSW,,,,
358,TIMEOUT,4,6:23,Thunder Timeout: Regular (Reg.9 Short 0),131 - 166,35,,,,,,
359,SUB,4,6:23,SUB: Gilgeous-Alexander FOR Jerome,131 - 166,35,Ty Jerome,OKC,Shai Gilgeous-Alexander,OKC,,
360,SUB,4,6:23,SUB: Giddey FOR Wiggins,131 - 166,35,Aaron Wiggins,OKC,Josh Giddey,OKC,,
361,SUB,4,6:23,SUB: Robinson-Earl FOR Sarr,131 - 166,35,Olivier Sarr,OKC,Jeremiah Robinson-Earl,OKC,,
362,SUB,4,6:23,SUB: Green FOR Kuminga,131 - 166,35,Jonathan Kuminga,GSW,Draymond Green,GSW,,
363,SUB,4,6:23,SUB: Poole FOR Lamb,131 - 166,35,Anthony Lamb,GSW,Jordan Poole,GSW,,
364,SUB,4,6:23,SUB: Thompson FOR Moody,131 - 166,35,Moses Moody,GSW,Klay Thompson,GSW,,
365,3POINTMISS,4,6:13,MISS Giddey 27' 3PT Jump Shot,131 - 166,35,Josh Giddey,OKC,,,,
366,REBOUND,4,6:11,Curry REBOUND (Off:0 Def:5),131 - 166,35,Stephen Curry,GSW,,,,
367,3POINT,4,6:04,Thompson 26' 3PT Jump Shot (32 PTS),131 - 169,38,Klay Thompson,GSW,,,,
368,TURNOVER,4,5:54,Gilgeous-Alexander Bad Pass Turnover (P3.T11),131 - 169,38,Shai Gilgeous-Alexander,OKC,,,,
369,STEAL,4,5:53,Green STEAL (1 STL),131 - 169,38,Draymond Green,GSW,,,,
370,2POINT,4,5:49,Curry 1' Layup (45 PTS),131 - 171,40,Stephen Curry,GSW,,,,
371,FOUL,4,5:39,Poole P.FOUL (P2.T5),131 - 171,40,Jordan Poole,GSW,Shai Gilgeous-Alexander,OKC,,
372,FTMAKE,4,5:39,Gilgeous-Alexander Free Throw 1 of 2 (39 PTS),132 - 171,39,Shai Gilgeous-Alexander,OKC,,,,
373,FTMAKE,4,5:39,Gilgeous-Alexander Free Throw 2 of 2 (40 PTS),133 - 171,38,Shai Gilgeous-Alexander,OKC,,,,
374,3POINT,4,5:24,Curry 28' 3PT Jump Shot (48 PTS),133 - 174,41,Stephen Curry,GSW,,,,
375,3POINT,4,5:10,Mann 27' 3PT Jump Shot (5 PTS),136 - 174,38,Tre Mann,OKC,,,,
376,3POINT,4,4:55,Poole 26' 3PT Jump Shot (22 PTS),136 - 177,41,Jordan Poole,GSW,,,,
377,FOUL,4,4:44,Wiseman P.FOUL (P5.T6),136 - 177,41,James Wiseman,GSW,Josh Giddey,OKC,,
378,FTMAKE,4,4:44,Giddey Free Throw 1 of 2 (17 PTS),137 - 177,40,Josh Giddey,OKC,,,,
379,FTMAKE,4,4:44,Giddey Free Throw 2 of 2 (18 PTS),138 - 177,39,Josh Giddey,OKC,,,,
380,SUB,4,4:44,SUB: Looney FOR Wiseman,138 - 177,39,James Wiseman,GSW,Kevon Looney,GSW,,
381,2POINT,4,4:32,Green 2' Layup (11 PTS),138 - 179,41,Draymond Green,GSW,,,,
382,2POINT,4,4:18,Gilgeous-Alexander 8' Pullup Jump Shot (42 PTS),140 - 179,39,Shai Gilgeous-Alexander,OKC,,,,
383,3POINT,4,4:06,Thompson 27' 3PT Jump Shot (35 PTS),140 - 182,42,Klay Thompson,GSW,,,,
384,2POINT,4,3:55,Giddey 2' Driving Layup (20 PTS),142 - 182,40,Josh Giddey,OKC,,,,
385,3POINT,4,3:44,Poole 26' 3PT Jump Shot (25 PTS),142 - 185,43,Jordan Poole,GSW,,,,
386,2POINTMISS,4,3:34,MISS Gilgeous-Alexander 12' Pullup Jump Shot,142 - 185,43,Shai Gilgeous-Alexander,OKC,,,,
387,REBOUND,4,3:32,Warriors Rebound,142 - 185,43,,,,,,
388,TIMEOUT,4,3:32,Warriors Timeout: Regular (Reg.10 Short 0),142 - 185,43,,,,,,
389,SUB,4,3:32,SUB: Jerome FOR Dort,142 - 185,43,Luguentz Dort,OKC,Ty Jerome,OKC,,
390,SUB,4,3:32,SUB: Wallace FOR Diallo,142 - 185,43,Hamidou Diallo,OKC,Cason Wallace,OKC,,
391,SUB,4,3:32,SUB: Wiggins FOR Bazley,142 - 185,43,Darius Bazley,OKC,Aaron Wiggins,OKC,,
392,SUB,4,3:32,SUB: Kuminga FOR Curry,142 - 185,43,Stephen Curry,GSW,Jonathan Kuminga,GSW,,
393,SUB,4,3:32,SUB: Lamb FOR Thompson,142 - 185,43,Klay Thompson,GSW,Anthony Lamb,GSW,,
394,SUB,4,3:32,SUB: Moody FOR Green,142 - 185,43,Draymond Green,GSW,Moses Moody,GSW,,
395,3POINT,4,3:23,Poole 27' 3PT Jump Shot (28 PTS),142 - 188,46,Jordan Poole,GSW,,,,
396,2POINT,4,3:08,Giddey 2' Driving Layup (22 PTS),144 - 188,44,Josh Giddey,OKC,,,,
397,2POINT,4,2:56,Kuminga 2' Dunk (18 PTS),144 - 190,46,Jonathan Kuminga,GSW,,,,
398,3POINTMISS,4,2:43,MISS Mann 28' 3PT Jump Shot,144 - 190,46,Tre Mann,OKC,,,,
399,REBOUND,4,2:41,Moody REBOUND (Off:0 Def:1),144 - 190,46,Moses Moody,GSW,,,,
400,3POINT,4,2:35,Poole 26' 3PT Jump Shot (31 PTS),144 - 193,49,Jordan Poole,GSW,,,,
401,2POINT,4,2:21,Jerome 4' Floating Jump Shot (13 PTS),146 - 193,47,Ty Jerome,OKC,,,,
402,3POINT,4,2:09,Lamb 26' 3PT Jump Shot (12 PTS),146 - 196,50,Anthony Lamb,GSW,,,,
403,2POINT,4,1:57,Gilgeous-Alexander 15' Pullup Jump Shot (44 PTS),148 - 196,48,Shai Gilgeous-Alexander,OKC,,,,
404,TURNOVER,4,1:48,Poole Bad Pass Turnover (P4.T9),148 - 196,48,Jordan Poole,GSW,,,,
405,STEAL,4,1:47,Giddey STEAL (2 STL),148 - 196,48,Josh Giddey,OKC,,,,
406,FOUL,4,1:46,Kuminga S.FOUL (P2.T7),148 - 196,48,Jonathan Kuminga,GSW,Josh Giddey,OKC,,
407,FTMAKE,4,1:46,Giddey Free Throw 1 of 2 (23 PTS),149 - 196,47,Josh Giddey,OKC,,,,
408,FTMISS,4,1:46,MISS Giddey Free Throw 2 of 2,149 - 196,47,Josh Giddey,OKC,,,,
409,REBOUND,4,1:44,Warriors Rebound,149 - 196,47,,,,,,
410,2POINT,4,1:32,Kuminga 2' Alley Oop Dunk (20 PTS),149 - 198,49,Jonathan Kuminga,GSW,,,,
411,3POINT,4,1:23,Wiggins 26' 3PT Jump Shot (7 PTS),152 - 198,46,Aaron Wiggins,OKC,,,,
412,2POINT,4,1:10,Moody 2' Driving Layup (2 PTS),152 - 200,48,Moses Moody,GSW,,,,
413,2POINT,4,0:58,Wallace 6' Driving Floating Bank Jump Shot (9 PTS),154 - 200,46,Cason Wallace,OKC,,,,
414,3POINT,4,0:48,Lamb 27' 3PT Jump Shot (15 PTS),154 - 203,49,Anthony Lamb,GSW,,,,
415,FOUL,4,0:37,Lamb P.FOUL (P3.T8),154 - 203,49,Anthony Lamb,GSW,Ty Jerome,OKC,,
416,FTMAKE,4,0:37,Jerome Free Throw 1 of 2 (14 PTS),155 - 203,48,Ty Jerome,OKC,,,,
417,FTMAKE,4,0:37,Jerome Free Throw 2 of 2 (15 PTS),156 - 203,47,Ty Jerome,OKC,,,,
418,TURNOVER,4,0:29,Kuminga Lost Ball Turnover (P1.T10),156 - 203,47,Jonathan Kuminga,GSW,,,,
419,STEAL,4,0:28,Wallace STEAL (1 STL),156 - 203,47,Cason Wallace,OKC,,,,
420,2POINT,4,0:26,Wallace 2' Layup (11 PTS),158 - 203,45,Cason Wallace,OKC,,,,
421,TURNOVER,4,0:16,Poole Bad Pass Turnover (P5.T11),158 - 203,45,Jordan Poole,GSW,,,,
422,STEAL,4,0:15,Wiggins STEAL (1 STL),158 - 203,45,Aaron Wiggins,OKC,,,,
423,3POINT,4,0:13,Wiggins 27' 3PT Jump Shot (10 PTS),161 - 203,42,Aaron Wiggins,OKC,,,,
424,TURNOVER,4,0:05,Lamb Bad Pass Turnover (P1.T12),161 - 203,42,Anthony Lamb,GSW,,,,
425,STEAL,4,0:04,Jerome STEAL (1 STL),161 - 203,42,Ty Jerome,OKC,,,,
426,2POINT,4,0:02,Jerome 2' Layup (17 PTS),163 - 203,40,Ty Jerome,OKC,,,,
427,ENDOFPERIOD,4,0:00,End of 4th Period,163 - 203,40,,,,,,

