,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
206,STEAL.TURNOVER,3,11:44,Young STEAL (2 STL)Green Lost Ball Turnover (P1.T7),66 - 66,TIE,Josh Green,DAL,Trae Young,ATL,,
207,2POINT.ASSIST,3,11:30,Johnson 1' Cutting Layup Shot (13 PTS) (Young 7 AST),66 - 68,2,Jalen Johnson,ATL,Trae Young,ATL,,
208,3POINT,3,11:19,Doncic 26' 3PT Step Back Jump Shot (44 PTS),69 - 68,-1,Luka Doncic,DAL,,,,
209,2POINT.ASSIST,3,11:00,Murray 8' Fadeaway Jumper (11 PTS) (Young 8 AST),69 - 70,1,Dejounte Murray,ATL,Trae Young,ATL,,
210,2POINT.ASSIST,3,10:47,G. Williams 10' Driving Floating Jump Shot (4 PTS) (Doncic 5 AST),71 - 70,-1,Grant Williams,DAL,Luka Doncic,DAL,,
211,2POINTMISS,3,10:32,MISS Capela 4' Hook Shot,71 - 70,-1,Clint Capela,ATL,,,,
212,REBOUND,3,10:30,Murray REBOUND (Off:1 Def:0),71 - 70,-1,Dejounte Murray,ATL,,,,
213,2POINT.ASSIST,3,10:25,Young 11' Driving Floating Jump Shot (13 PTS) (Capela 2 AST),71 - 72,1,Trae Young,ATL,Clint Capela,ATL,,
214,3POINT.ASSIST,3,10:06,Green 3PT Jump Shot (13 PTS) (Lively II 2 AST),74 - 72,-2,Josh Green,DAL,Dereck Lively II,DAL,,
215,2POINTMISS,3,9:51,MISS Murray 12' Step Back Jump Shot,74 - 72,-2,Dejounte Murray,ATL,,,,
216,REBOUND,3,9:48,Doncic REBOUND (Off:0 Def:6),74 - 72,-2,Luka Doncic,DAL,,,,
217,3POINTMISS,3,9:35,MISS Green 24' 3PT Jump Shot,74 - 72,-2,Josh Green,DAL,,,,
218,REBOUND,3,9:34,HAWKS Rebound,74 - 72,-2,,,,,,
219,3POINTMISS,3,9:29,MISS Young 25' 3PT Pullup Jump Shot,74 - 72,-2,Trae Young,ATL,,,,
220,REBOUND,3,9:24,Doncic REBOUND (Off:0 Def:7),74 - 72,-2,Luka Doncic,DAL,,,,
221,2POINTMISS.BLOCK,3,9:18,Capela BLOCK (1 BLK)MISS Exum 5' Layup,74 - 72,-2,Dante Exum,DAL,,,Clint Capela,ATL
222,REBOUND,3,9:16,Murray REBOUND (Off:1 Def:1),74 - 72,-2,Dejounte Murray,ATL,,,,
223,FOUL,3,9:13,Exum P.FOUL (P1.T1) (P.Ransom),74 - 72,-2,Dante Exum,DAL,Dejounte Murray,ATL,,
224,3POINTMISS,3,9:09,MISS Young 26' 3PT Pullup Jump Shot,74 - 72,-2,Trae Young,ATL,,,,
225,REBOUND,3,9:06,Doncic REBOUND (Off:0 Def:8),74 - 72,-2,Luka Doncic,DAL,,,,
226,FOUL,3,8:59,Johnson S.FOUL (P2.T1) (T.Ford),74 - 72,-2,Jalen Johnson,ATL,Grant Williams,DAL,,
227,FTMAKE,3,8:59,G. Williams Free Throw 1 of 2 (5 PTS),75 - 72,-3,Grant Williams,DAL,,,,
228,FTMAKE,3,8:59,G. Williams Free Throw 2 of 2 (6 PTS),76 - 72,-4,Grant Williams,DAL,,,,
229,2POINTMISS.BLOCK,3,8:47,MISS Murray 8' Driving Floating Jump ShotLively II BLOCK (2 BLK),76 - 72,-4,Dejounte Murray,ATL,,,Dereck Lively II,DAL
230,REBOUND,3,8:42,G. Williams REBOUND (Off:0 Def:3),76 - 72,-4,Grant Williams,DAL,,,,
231,2POINT.ASSIST,3,8:42,Green 1' Running Layup (15 PTS) (G. Williams 4 AST),78 - 72,-6,Josh Green,DAL,Grant Williams,DAL,,
232,2POINT,3,8:34,Young 10' Driving Floating Jump Shot (15 PTS),78 - 74,-4,Trae Young,ATL,,,,
233,FOUL,3,8:24,Capela S.FOUL (P2.T2) (M.Kallio),78 - 74,-4,Clint Capela,ATL,Luka Doncic,DAL,,
234,FTMAKE,3,8:24,Doncic Free Throw 1 of 2 (45 PTS),79 - 74,-5,Luka Doncic,DAL,,,,
235,SUB,3,8:24,SUB: Hardaway Jr. FOR Exum,79 - 74,-5,Dante Exum,DAL,Tim Hardaway Jr.,DAL,,
236,FTMAKE,3,8:24,Doncic Free Throw 2 of 2 (46 PTS),80 - 74,-6,Luka Doncic,DAL,,,,
237,2POINT.ASSIST,3,8:13,Johnson 1' Driving Layup (15 PTS) (Young 9 AST),80 - 76,-4,Jalen Johnson,ATL,Trae Young,ATL,,
238,3POINT.ASSIST,3,7:58,Hardaway Jr. 3PT Jump Shot (3 PTS) (Green 2 AST),83 - 76,-7,Tim Hardaway Jr.,DAL,Josh Green,DAL,,
239,3POINT.ASSIST,3,7:43,Johnson 25' 3PT Jump Shot (18 PTS) (Murray 3 AST),83 - 79,-4,Jalen Johnson,ATL,Dejounte Murray,ATL,,
240,STEAL.TURNOVER,3,7:32,Young STEAL (3 STL)Green Bad Pass Turnover (P2.T8),83 - 79,-4,Josh Green,DAL,Trae Young,ATL,,
241,3POINTMISS,3,7:27,MISS Murray 26' 3PT Running Jump Shot,83 - 79,-4,Dejounte Murray,ATL,,,,
242,REBOUND,3,7:22,G. Williams REBOUND (Off:0 Def:4),83 - 79,-4,Grant Williams,DAL,,,,
243,FOUL,3,7:15,Young P.FOUL (P2.T3) (P.Ransom),83 - 79,-4,Trae Young,ATL,Dereck Lively II,DAL,,
244,SUB,3,7:15,SUB: Hardy FOR Green,83 - 79,-4,Josh Green,DAL,Jaden Hardy,DAL,,
245,2POINTMISS.BLOCK,3,7:09,Johnson BLOCK (1 BLK)MISS Lively II 1' Layup,83 - 79,-4,Dereck Lively II,DAL,,,Jalen Johnson,ATL
246,REBOUND,3,7:05,Lively II REBOUND (Off:1 Def:4),83 - 79,-4,Dereck Lively II,DAL,,,,
247,2POINT,3,7:04,Lively II 2' Putback Dunk (6 PTS),85 - 79,-6,Dereck Lively II,DAL,,,,
248,3POINTMISS,3,6:44,MISS Johnson 26' 3PT Jump Shot,85 - 79,-6,Jalen Johnson,ATL,,,,
249,REBOUND,3,6:36,Bey REBOUND (Off:1 Def:3),85 - 79,-6,Saddiq Bey,ATL,,,,
250,2POINT,3,6:36,Bey Putback Layup (4 PTS),85 - 81,-4,Saddiq Bey,ATL,,,,
251,3POINTMISS,3,6:29,MISS Hardy 26' 3PT Pullup Jump Shot,85 - 81,-4,Jaden Hardy,DAL,,,,
252,REBOUND,3,6:26,Capela REBOUND (Off:2 Def:3),85 - 81,-4,Clint Capela,ATL,,,,
253,3POINTMISS,3,6:22,MISS Young 25' 3PT Running Pull-Up Jump Shot,85 - 81,-4,Trae Young,ATL,,,,
254,REBOUND,3,6:19,G. Williams REBOUND (Off:0 Def:5),85 - 81,-4,Grant Williams,DAL,,,,
255,TIMEOUT,3,6:19,Mavericks Timeout: Regular (Reg.3 Short 0),85 - 81,-4,,,,,,
256,SUB,3,6:19,SUB: Bogdanovic FOR Johnson,85 - 81,-4,Jalen Johnson,ATL,Bogdan Bogdanovic,ATL,,
257,SUB,3,6:19,SUB: Mills FOR Young,85 - 81,-4,Trae Young,ATL,Patty Mills,ATL,,
258,3POINTMISS,3,6:09,MISS G. Williams 26' 3PT Jump Shot,85 - 81,-4,Grant Williams,DAL,,,,
259,REBOUND,3,6:06,Bey REBOUND (Off:1 Def:4),85 - 81,-4,Saddiq Bey,ATL,,,,
260,3POINTMISS,3,5:53,MISS Bey 3PT Jump Shot,85 - 81,-4,Saddiq Bey,ATL,,,,
261,REBOUND,3,5:49,Lively II REBOUND (Off:1 Def:5),85 - 81,-4,Dereck Lively II,DAL,,,,
262,2POINT,3,5:43,Doncic 7' Driving Layup (48 PTS),87 - 81,-6,Luka Doncic,DAL,,,,
263,SUB,3,5:25,SUB: Okongwu FOR Capela,87 - 81,-6,Clint Capela,ATL,Onyeka Okongwu,ATL,,
264,SUB,3,5:25,SUB: Green FOR G. Williams,87 - 81,-6,Grant Williams,DAL,Josh Green,DAL,,
265,2POINTMISS,3,5:23,MISS Bogdanovic 15' Jump Shot,87 - 81,-6,Bogdan Bogdanovic,ATL,,,,
266,REBOUND,3,5:18,Green REBOUND (Off:1 Def:1),87 - 81,-6,Josh Green,DAL,,,,
267,2POINT.ASSIST,3,5:17,Hardy 1' Running Dunk (5 PTS) (Green 3 AST),89 - 81,-8,Jaden Hardy,DAL,Josh Green,DAL,,
268,2POINT,3,5:03,Bogdanovic 11' Pullup Jump Shot (17 PTS),89 - 83,-6,Bogdan Bogdanovic,ATL,,,,
269,3POINT,3,4:48,Doncic 25' 3PT Pullup Jump Shot (51 PTS),92 - 83,-9,Luka Doncic,DAL,,,,
270,TIMEOUT,3,4:33,Mavericks Timeout: Regular (Reg.4 Short 0),92 - 83,-9,,,,,,
271,2POINTMISS,3,4:33,MISS Bogdanovic 15' Pullup Jump Shot,92 - 83,-9,Bogdan Bogdanovic,ATL,,,,
272,JUMPBALL,3,4:30,Jump Ball (CC) Okongwu vs. Lively II: Tip to Doncic,92 - 83,-9,Onyeka Okongwu,ATL,Dereck Lively II,DAL,Luka Doncic,DAL
273,REBOUND,3,4:30,Mavericks Rebound,92 - 83,-9,,,,,,
274,2POINT.ASSIST,3,4:20,Green 2' Cutting Layup Shot (17 PTS) (Lively II 3 AST),94 - 83,-11,Josh Green,DAL,Dereck Lively II,DAL,,
275,2POINT.ASSIST,3,4:01,Okongwu Reverse Layup (6 PTS) (Bey 3 AST),94 - 85,-9,Onyeka Okongwu,ATL,Saddiq Bey,ATL,,
276,FOUL,3,3:47,Bey S.FOUL (P2.T4) (M.Kallio),94 - 85,-9,Saddiq Bey,ATL,Luka Doncic,DAL,,
277,FTMAKE,3,3:47,Doncic Free Throw 1 of 2 (52 PTS),95 - 85,-10,Luka Doncic,DAL,,,,
278,SUB,3,3:47,SUB: Johnson FOR Murray,95 - 85,-10,Dejounte Murray,ATL,Jalen Johnson,ATL,,
279,SUB,3,3:47,SUB: Young FOR Mills,95 - 85,-10,Patty Mills,ATL,Trae Young,ATL,,
280,SUB,3,3:47,SUB: Holmes FOR Lively II,95 - 85,-10,Dereck Lively II,DAL,Richaun Holmes,DAL,,
281,FTMAKE,3,3:47,Doncic Free Throw 2 of 2 (53 PTS),96 - 85,-11,Luka Doncic,DAL,,,,
282,3POINT.ASSIST,3,3:28,Bogdanovic 25' 3PT Jump Shot (20 PTS) (Young 10 AST),96 - 88,-8,Bogdan Bogdanovic,ATL,Trae Young,ATL,,
283,2POINT,3,3:14,Doncic 14' Step Back Jump Shot (55 PTS),98 - 88,-10,Luka Doncic,DAL,,,,
284,2POINT.ASSIST,3,2:59,Johnson 6' Driving Floating Jump Shot (20 PTS) (Young 11 AST),98 - 90,-8,Jalen Johnson,ATL,Trae Young,ATL,,
285,FOUL,3,2:43,Young P.FOUL (P3.PN) (P.Ransom),98 - 90,-8,Trae Young,ATL,Jaden Hardy,DAL,,
286,FTMISS,3,2:43,MISS Hardy Free Throw 1 of 2,98 - 90,-8,Jaden Hardy,DAL,,,,
287,REBOUND,3,2:43,Mavericks Rebound,98 - 90,-8,,,,,,
288,FTMAKE,3,2:43,Hardy Free Throw 2 of 2 (6 PTS),99 - 90,-9,Jaden Hardy,DAL,,,,
289,FOUL,3,2:34,Green S.FOUL (P3.T2) (P.Ransom),99 - 90,-9,Josh Green,DAL,Trae Young,ATL,,
290,FTMAKE,3,2:34,Young Free Throw 1 of 2 (16 PTS),99 - 91,-8,Trae Young,ATL,,,,
291,FTMAKE,3,2:34,Young Free Throw 2 of 2 (17 PTS),99 - 92,-7,Trae Young,ATL,,,,
292,3POINTMISS,3,2:27,MISS Doncic 35' 3PT Pullup Jump Shot,99 - 92,-7,Luka Doncic,DAL,,,,
293,REBOUND,3,2:24,Hardy REBOUND (Off:1 Def:0),99 - 92,-7,Jaden Hardy,DAL,,,,
294,FOUL,3,2:21,Bogdanovic S.FOUL (P1.PN) (T.Ford),99 - 92,-7,Bogdan Bogdanovic,ATL,Jaden Hardy,DAL,,
295,FTMAKE,3,2:21,Hardy Free Throw 1 of 2 (7 PTS),100 - 92,-8,Jaden Hardy,DAL,,,,
296,FTMAKE,3,2:21,Hardy Free Throw 2 of 2 (8 PTS),101 - 92,-9,Jaden Hardy,DAL,,,,
297,2POINT.ASSIST,3,2:02,Bey 1' Driving Layup (6 PTS) (Johnson 2 AST),101 - 94,-7,Saddiq Bey,ATL,Jalen Johnson,ATL,,
298,FOUL,3,1:51,Okongwu S.FOUL (P2.PN) (M.Kallio),101 - 94,-7,Onyeka Okongwu,ATL,Luka Doncic,DAL,,
299,FTMAKE,3,1:51,Doncic Free Throw 1 of 2 (56 PTS),102 - 94,-8,Luka Doncic,DAL,,,,
300,FTMAKE,3,1:51,Doncic Free Throw 2 of 2 (57 PTS),103 - 94,-9,Luka Doncic,DAL,,,,
301,2POINT,3,1:40,Young 9' Driving Floating Jump Shot (19 PTS),103 - 96,-7,Trae Young,ATL,,,,
302,STEAL.TURNOVER,3,1:27,Okongwu STEAL (1 STL)Doncic Bad Pass Turnover (P4.T9),103 - 96,-7,Luka Doncic,DAL,Onyeka Okongwu,ATL,,
303,SUB,3,1:20,SUB: Exum FOR Doncic,103 - 96,-7,Luka Doncic,DAL,Dante Exum,DAL,,
304,SUB,3,1:20,SUB: Mathews FOR Bey,103 - 96,-7,Saddiq Bey,ATL,Garrison Mathews,ATL,,
305,2POINTMISS.BLOCK,3,1:16,MISS Bogdanovic 6' Driving LayupHolmes BLOCK (1 BLK),103 - 96,-7,Bogdan Bogdanovic,ATL,,,Richaun Holmes,DAL
306,REBOUND,3,1:14,Mathews REBOUND (Off:1 Def:1),103 - 96,-7,Garrison Mathews,ATL,,,,
307,FOUL,3,1:14,Hardy S.FOUL (P1.T3) (T.Ford),103 - 96,-7,Jaden Hardy,DAL,Garrison Mathews,ATL,,
308,FTMAKE,3,1:14,Mathews Free Throw 1 of 2 (7 PTS),103 - 97,-6,Garrison Mathews,ATL,,,,
309,FTMAKE,3,1:14,Mathews Free Throw 2 of 2 (8 PTS),103 - 98,-5,Garrison Mathews,ATL,,,,
310,3POINT.ASSIST,3,1:02,Exum 25' 3PT Jump Shot (3 PTS) (Hardaway Jr. 2 AST),106 - 98,-8,Dante Exum,DAL,Tim Hardaway Jr.,DAL,,
311,3POINTMISS,3,0:50,MISS Bogdanovic 24' 3PT Jump Shot,106 - 98,-8,Bogdan Bogdanovic,ATL,,,,
312,REBOUND,3,0:46,Bogdanovic REBOUND (Off:2 Def:2),106 - 98,-8,Bogdan Bogdanovic,ATL,,,,
313,FOUL,3,0:46,Holmes P.FOUL (P2.PN) (P.Ransom),106 - 98,-8,Richaun Holmes,DAL,Bogdan Bogdanovic,ATL,,
314,FTMAKE,3,0:46,Bogdanovic Free Throw 1 of 2 (21 PTS),106 - 99,-7,Bogdan Bogdanovic,ATL,,,,
315,FTMAKE,3,0:46,Bogdanovic Free Throw 2 of 2 (22 PTS),106 - 100,-6,Bogdan Bogdanovic,ATL,,,,
316,3POINTMISS,3,0:37,MISS Hardaway Jr. 27' 3PT Jump Shot,106 - 100,-6,Tim Hardaway Jr.,DAL,,,,
317,REBOUND,3,0:33,Okongwu REBOUND (Off:1 Def:4),106 - 100,-6,Onyeka Okongwu,ATL,,,,
318,STEAL.TURNOVER,3,0:24,Young Bad Pass Turnover (P2.T6)Hardy STEAL (1 STL),106 - 100,-6,Trae Young,ATL,Jaden Hardy,DAL,,
319,2POINT.ASSIST,3,0:21,Exum 2' Running Dunk (5 PTS) (Hardy 1 AST),108 - 100,-8,Dante Exum,DAL,Jaden Hardy,DAL,,
320,2POINT,3,0:03,Young 23' Step Back Jump Shot (21 PTS),108 - 102,-6,Trae Young,ATL,,,,
321,3POINTMISS,3,0:00,MISS Hardaway Jr. 33' 3PT Pullup Jump Shot,108 - 102,-6,Tim Hardaway Jr.,DAL,,,,
322,REBOUND,3,0:00,Mavericks Rebound,108 - 102,-6,,,,,,
323,ENDOFPERIOD,3,0:00,End of 3rd Period (8:52 PM EST),108 - 102,-6,,,,,,
324,STARTOFPERIOD,4,12:00,Start of 4th Period (8:54 PM EST),108 - 102,-6,,,,,,
325,FOUL,4,11:47,G. Williams S.FOUL (P3.T1) (M.Kallio),108 - 102,-6,Grant Williams,DAL,Jalen Johnson,ATL,,
326,FTMISS,4,11:47,MISS Johnson Free Throw 1 of 2,108 - 102,-6,Jalen Johnson,ATL,,,,
327,REBOUND,4,11:47,HAWKS Rebound,108 - 102,-6,,,,,,
328,FTMAKE,4,11:47,Johnson Free Throw 2 of 2 (21 PTS),108 - 103,-5,Jalen Johnson,ATL,,,,
329,STEAL.TURNOVER,4,11:34,Bogdanovic STEAL (2 STL)Hardaway Jr. Bad Pass Turnover (P1.T10),108 - 103,-5,Tim Hardaway Jr.,DAL,Bogdan Bogdanovic,ATL,,
330,2POINTMISS,4,11:29,MISS Bogdanovic 6' Driving Floating Jump Shot,108 - 103,-5,Bogdan Bogdanovic,ATL,,,,
331,REBOUND,4,11:25,Okongwu REBOUND (Off:2 Def:4),108 - 103,-5,Onyeka Okongwu,ATL,,,,
332,2POINT,4,11:25,Okongwu Tip Layup Shot (8 PTS),108 - 105,-3,Onyeka Okongwu,ATL,,,,
333,2POINT,4,11:19,Doncic 10' Driving Floating Jump Shot (59 PTS),110 - 105,-5,Luka Doncic,DAL,,,,
334,FOUL,4,11:19,Mathews S.FOUL (P1.T1) (P.Ransom),110 - 105,-5,Garrison Mathews,ATL,Luka Doncic,DAL,,
335,FTMAKE,4,11:19,Doncic Free Throw 1 of 1 (60 PTS),111 - 105,-6,Luka Doncic,DAL,,,,
336,2POINTMISS,4,11:05,MISS Okongwu 2' Layup,111 - 105,-6,Onyeka Okongwu,ATL,,,,
337,REBOUND,4,11:00,Holmes REBOUND (Off:1 Def:2),111 - 105,-6,Richaun Holmes,DAL,,,,
338,3POINT,4,10:58,Doncic 26' 3PT Running Pull-Up Jump Shot (63 PTS),114 - 105,-9,Luka Doncic,DAL,,,,
339,2POINT,4,10:36,Murray 3' Driving Floating Bank Jump Shot (13 PTS),114 - 107,-7,Dejounte Murray,ATL,,,,
340,2POINT,4,10:24,Doncic 5' Driving Floating Jump Shot (65 PTS),116 - 107,-9,Luka Doncic,DAL,,,,
341,TIMEOUT,4,10:23,HAWKS Timeout: Regular (Full 3 Short 0),116 - 107,-9,,,,,,
342,SUB,4,10:23,SUB: Bey FOR Mathews,116 - 107,-9,Garrison Mathews,ATL,Saddiq Bey,ATL,,
343,SUB,4,10:23,SUB: Lively II FOR Hardaway Jr.,116 - 107,-9,Tim Hardaway Jr.,DAL,Dereck Lively II,DAL,,
344,SUB,4,10:23,SUB: Green FOR Holmes,116 - 107,-9,Richaun Holmes,DAL,Josh Green,DAL,,
345,2POINTMISS,4,10:11,MISS Bogdanovic 10' Floating Jump Shot,116 - 107,-9,Bogdan Bogdanovic,ATL,,,,
346,REBOUND,4,10:08,Lively II REBOUND (Off:1 Def:6),116 - 107,-9,Dereck Lively II,DAL,,,,
347,FOUL,4,9:54,Okongwu S.FOUL (P3.T2) (T.Ford),116 - 107,-9,Onyeka Okongwu,ATL,Dante Exum,DAL,,
348,TIMEOUT,4,9:54,HAWKS Timeout: Regular (Full 4 Short 0),116 - 107,-9,,,,,,
349,FTMISS,4,9:54,MISS Exum Free Throw 1 of 2,116 - 107,-9,Dante Exum,DAL,,,,
350,REBOUND,4,9:54,Mavericks Rebound,116 - 107,-9,,,,,,
351,FTMAKE,4,9:54,Exum Free Throw 2 of 2 (6 PTS),117 - 107,-10,Dante Exum,DAL,,,,
352,2POINTMISS,4,9:38,MISS Okongwu 5' Layup,117 - 107,-10,Onyeka Okongwu,ATL,,,,
353,REBOUND,4,9:33,Lively II REBOUND (Off:1 Def:7),117 - 107,-10,Dereck Lively II,DAL,,,,
354,3POINTMISS,4,9:20,MISS Doncic 3PT Jump Shot,117 - 107,-10,Luka Doncic,DAL,,,,
355,REBOUND,4,9:16,Murray REBOUND (Off:1 Def:2),117 - 107,-10,Dejounte Murray,ATL,,,,
356,2POINT,4,9:05,Bogdanovic 5' Driving Floating Jump Shot (24 PTS),117 - 109,-8,Bogdan Bogdanovic,ATL,,,,
357,3POINT.ASSIST,4,8:53,G. Williams 24' 3PT Jump Shot (9 PTS) (Exum 3 AST),120 - 109,-11,Grant Williams,DAL,Dante Exum,DAL,,
358,2POINT.ASSIST,4,8:36,Bey 4' Driving Layup (8 PTS) (Murray 4 AST),120 - 111,-9,Saddiq Bey,ATL,Dejounte Murray,ATL,,
359,FOUL,4,8:21,G. Williams Offensive Charge Foul (P4) (M.Kallio),120 - 111,-9,Grant Williams,DAL,Jalen Johnson,ATL,,
360,TURNOVER,4,8:21,G. Williams Offensive Foul Turnover (P1.T11),120 - 111,-9,Grant Williams,DAL,,,,
361,SUB,4,8:21,SUB: Hardaway Jr. FOR Exum,120 - 111,-9,Dante Exum,DAL,Tim Hardaway Jr.,DAL,,
362,3POINT.ASSIST,4,8:06,Murray 25' 3PT Jump Shot (16 PTS) (Bey 4 AST),120 - 114,-6,Dejounte Murray,ATL,Saddiq Bey,ATL,,
363,3POINT.ASSIST,4,7:51,Hardaway Jr. 26' 3PT Jump Shot (6 PTS) (Doncic 6 AST),123 - 114,-9,Tim Hardaway Jr.,DAL,Luka Doncic,DAL,,
364,2POINTMISS,4,7:29,MISS Murray 9' Driving Floating Jump Shot,123 - 114,-9,Dejounte Murray,ATL,,,,
365,REBOUND,4,7:26,Lively II REBOUND (Off:1 Def:8),123 - 114,-9,Dereck Lively II,DAL,,,,
366,FOUL,4,7:17,Okongwu S.FOUL (P4.T3) (T.Ford),123 - 114,-9,Onyeka Okongwu,ATL,Josh Green,DAL,,
367,FTMISS,4,7:17,MISS Green Free Throw 1 of 2,123 - 114,-9,Josh Green,DAL,,,,
368,REBOUND,4,7:17,Mavericks Rebound,123 - 114,-9,,,,,,
369,FTMAKE,4,7:17,Green Free Throw 2 of 2 (18 PTS),124 - 114,-10,Josh Green,DAL,,,,
370,FOUL,4,7:05,Green P.FOUL (P4.T2) (T.Ford),124 - 114,-10,Josh Green,DAL,Dejounte Murray,ATL,,
371,SUB,4,7:05,SUB: Capela FOR Okongwu,124 - 114,-10,Onyeka Okongwu,ATL,Clint Capela,ATL,,
372,2POINTMISS.BLOCK,4,7:01,MISS Bogdanovic 2' Driving LayupLively II BLOCK (3 BLK),124 - 114,-10,Bogdan Bogdanovic,ATL,,,Dereck Lively II,DAL
373,REBOUND,4,6:58,Hardaway Jr. REBOUND (Off:0 Def:3),124 - 114,-10,Tim Hardaway Jr.,DAL,,,,
374,2POINTMISS,4,6:51,MISS Doncic 1' Driving Reverse Layup,124 - 114,-10,Luka Doncic,DAL,,,,
375,REBOUND,4,6:48,Johnson REBOUND (Off:0 Def:3),124 - 114,-10,Jalen Johnson,ATL,,,,
376,3POINT.ASSIST,4,6:45,Bey 25' 3PT Running Pull-Up Jump Shot (11 PTS) (Johnson 3 AST),124 - 117,-7,Saddiq Bey,ATL,Jalen Johnson,ATL,,
377,FOUL,4,6:45,Mathews T.FOUL (P1.T3) (T.Ford),124 - 117,-7,Garrison Mathews,ATL,,,,
378,FTMAKE,4,6:45,Doncic Free Throw Technical (66 PTS),125 - 117,-8,Luka Doncic,DAL,,,,
379,SUB,4,6:45,SUB: Exum FOR G. Williams,125 - 117,-8,Grant Williams,DAL,Dante Exum,DAL,,
380,2POINTMISS,4,6:33,MISS Lively II 1' Layup,125 - 117,-8,Dereck Lively II,DAL,,,,
381,REBOUND,4,6:28,Hardaway Jr. REBOUND (Off:1 Def:3),125 - 117,-8,Tim Hardaway Jr.,DAL,,,,
382,FOUL,4,6:26,Bey P.FOUL (P3.T4) (M.Kallio),125 - 117,-8,Saddiq Bey,ATL,Luka Doncic,DAL,,
383,SUB,4,6:26,SUB: Young FOR Bogdanovic,125 - 117,-8,Bogdan Bogdanovic,ATL,Trae Young,ATL,,
384,FOUL,4,6:20,Johnson P.FOUL (P3.PN) (T.Ford),125 - 117,-8,Jalen Johnson,ATL,Dereck Lively II,DAL,,
385,FTMISS,4,6:20,MISS Lively II Free Throw 1 of 2,125 - 117,-8,Dereck Lively II,DAL,,,,
386,REBOUND,4,6:20,Mavericks Rebound,125 - 117,-8,,,,,,
387,FTMAKE,4,6:20,Lively II Free Throw 2 of 2 (7 PTS),126 - 117,-9,Dereck Lively II,DAL,,,,
388,FOUL,4,6:10,Lively II S.FOUL (P3.T3) (P.Ransom),126 - 117,-9,Dereck Lively II,DAL,Trae Young,ATL,,
389,FTMAKE,4,6:10,Young Free Throw 1 of 2 (22 PTS),126 - 118,-8,Trae Young,ATL,,,,
390,FTMAKE,4,6:10,Young Free Throw 2 of 2 (23 PTS),126 - 119,-7,Trae Young,ATL,,,,
391,2POINT.ASSIST,4,5:53,Lively II 1' Layup (9 PTS) (Hardaway Jr. 3 AST),128 - 119,-9,Dereck Lively II,DAL,Tim Hardaway Jr.,DAL,,
392,VIOLATION,4,5:53,Capela Violation:Defensive Goaltending (T.Ford),128 - 119,-9,Clint Capela,ATL,,,,
393,FOUL,4,5:42,Murray OFF.Foul (P2) (P.Ransom),128 - 119,-9,Dejounte Murray,ATL,Josh Green,DAL,,
394,TURNOVER,4,5:42,Murray Offensive Foul Turnover (P3.T7),128 - 119,-9,Dejounte Murray,ATL,,,,
395,SUB,4,5:42,SUB: Holmes FOR Lively II,128 - 119,-9,Dereck Lively II,DAL,Richaun Holmes,DAL,,
396,SUB,4,5:42,SUB: Hardy FOR Green,128 - 119,-9,Josh Green,DAL,Jaden Hardy,DAL,,
397,FOUL,4,5:25,Johnson S.FOUL (P4.PN) (T.Ford),128 - 119,-9,Jalen Johnson,ATL,Tim Hardaway Jr.,DAL,,
398,FTMAKE,4,5:25,Hardaway Jr. Free Throw 1 of 2 (7 PTS),129 - 119,-10,Tim Hardaway Jr.,DAL,,,,
399,FTMAKE,4,5:25,Hardaway Jr. Free Throw 2 of 2 (8 PTS),130 - 119,-11,Tim Hardaway Jr.,DAL,,,,
400,3POINT.ASSIST,4,5:12,Bey 27' 3PT Jump Shot (14 PTS) (Murray 5 AST),130 - 122,-8,Saddiq Bey,ATL,Dejounte Murray,ATL,,
401,2POINTMISS,4,4:52,MISS Hardy 2' Driving Layup,130 - 122,-8,Jaden Hardy,DAL,,,,
402,REBOUND,4,4:49,Capela REBOUND (Off:2 Def:4),130 - 122,-8,Clint Capela,ATL,,,,
403,3POINTMISS,4,4:46,MISS Bey 25' 3PT Running Jump Shot,130 - 122,-8,Saddiq Bey,ATL,,,,
404,REBOUND,4,4:44,Doncic REBOUND (Off:0 Def:9),130 - 122,-8,Luka Doncic,DAL,,,,
405,FOUL,4,4:44,Johnson P.FOUL (P5.PN) (T.Ford),130 - 122,-8,Jalen Johnson,ATL,Luka Doncic,DAL,,
406,FTMISS,4,4:44,MISS Doncic Free Throw 1 of 2,130 - 122,-8,Luka Doncic,DAL,,,,
407,REBOUND,4,4:44,Mavericks Rebound,130 - 122,-8,,,,,,
408,FTMAKE,4,4:44,Doncic Free Throw 2 of 2 (67 PTS),131 - 122,-9,Luka Doncic,DAL,,,,
409,3POINT,4,4:35,Murray 25' 3PT Pullup Jump Shot (19 PTS),131 - 125,-6,Dejounte Murray,ATL,,,,
410,TIMEOUT,4,4:32,Mavericks Timeout: Regular (Reg.5 Short 0),131 - 125,-6,,,,,,
411,SUB,4,4:32,SUB: Green FOR Holmes,131 - 125,-6,Richaun Holmes,DAL,Josh Green,DAL,,
412,SUB,4,4:32,SUB: Lively II FOR Hardy,131 - 125,-6,Jaden Hardy,DAL,Dereck Lively II,DAL,,
